ECount,Target,MaxSources,StdDevSources,NSources,Source,Year,AvgSources,QuadClass
9,LBR,7,2.2047927592204917,26,FRA,2009,2.888888888888889,3
10,BOL,7,2.057506581601462,23,FRA,2013,2.3,3
459,LBY,7,0.7127719673393571,575,FRA,2007,1.252723311546841,1
67,ESP,7,1.2786738381074807,108,FRA,2008,1.6119402985074627,3
143,AFR,7,0.6121009605736553,163,FRA,2009,1.1398601398601398,1
264,IND,7,1.0995958679006703,395,FRA,2010,1.496212121212121,1
20,SOM,7,1.6630662866176473,37,FRA,2013,1.85,4
79,COG,7,1.2884778879632373,114,FRA,2008,1.4430379746835442,1
118,PAK,7,0.9433082785996189,157,FRA,2011,1.3305084745762712,1
50,SEN,7,0.9100347604933136,61,FRA,2009,1.22,1
9,WAF,7,2.2607766610417563,28,FRA,2013,3.111111111111111,2
61,LUX,7,1.381770464833555,98,FRA,2010,1.6065573770491803,1
34,CIV,7,1.1855487534059144,49,FRA,2013,1.4411764705882353,1
21,BRA,7,1.3989792196965822,33,FRA,2009,1.5714285714285714,3
8,ARE,7,2.38671920665766,21,FRA,2011,2.625,2
23,CZE,7,1.7569736827110216,41,FRA,2011,1.7826086956521738,1
24,LBN,7,1.282547284209001,34,FRA,2011,1.4166666666666667,2
14,ESP,7,2.400778262092579,41,FRA,2010,2.9285714285714284,2
81,GRC,7,0.7718024438583224,107,FRA,2009,1.3209876543209877,1
354,SYR,7,0.6536313021109427,432,FRA,2010,1.2203389830508475,1
46,EUR,7,0.8936166541854965,53,FRA,2014,1.1521739130434783,2
87,MRT,7,1.0417635613849514,116,FRA,2009,1.3333333333333333,4
211,AFR,7,0.7888011008546744,266,FRA,2007,1.2606635071090047,1
34,SWE,7,1.817178867759901,69,FRA,2014,2.0294117647058822,1
21,CHN,7,1.841324574993825,44,FRA,2013,2.0952380952380953,2
25,NER,7,1.7860571099491753,44,FRA,2010,1.76,4
18,LKA,7,2.042841798666526,37,FRA,2009,2.0555555555555554,3
19,RWA,7,2.131633094395658,36,FRA,2011,1.894736842105263,4
70,RWA,7,1.2059205224301555,96,FRA,2011,1.3714285714285714,1
90,ARE,7,1.5197410910317215,160,FRA,2011,1.7777777777777777,1
772,DEU,7,0.638177102940434,934,FRA,2007,1.2098445595854923,1
434,IRN,7,0.8311549380787482,542,FRA,2008,1.2488479262672811,1
78,BGR,7,0.9981668178901741,94,FRA,2013,1.205128205128205,1
86,DEU,7,1.0274615100249562,111,FRA,2013,1.2906976744186047,3
123,TUN,7,1.085017247955989,151,FRA,2014,1.2276422764227641,1
109,CAN,7,1.5353463717160674,172,FRA,2011,1.5779816513761469,1
595,EUR,7,0.639582242060833,717,FRA,2007,1.2050420168067226,1
81,DZA,7,1.1131924949729934,112,FRA,2011,1.382716049382716,1
427,LBN,7,0.7254236028934573,519,FRA,2008,1.215456674473068,1
286,AZE,7,0.6264132592314277,328,FRA,2011,1.1468531468531469,1
16,HUN,7,1.857417562100671,30,FRA,2013,1.875,1
363,LBN,7,0.9512171611345065,461,FRA,2011,1.2699724517906337,1
62,GBR,7,1.0457539238127447,86,FRA,2012,1.3870967741935485,2
6,CAF,7,2.4221202832779936,22,FRA,2012,3.6666666666666665,2
202,IRL,7,1.1839359566882963,272,FRA,2014,1.3465346534653466,1
66,CHN,6,1.1587309190046422,108,FRA,2012,1.6363636363636365,3
18,ISR,6,1.3636264606493256,31,FRA,2013,1.7222222222222223,2
13,UKR,6,1.386750490563073,18,FRA,2013,1.3846153846153846,4
139,GBR,6,0.6934460901390244,167,FRA,2014,1.2014388489208634,3
17,AFR,6,1.7945997423643294,39,FRA,2014,2.2941176470588234,3
9,RWA,6,2.048034287907418,25,FRA,2010,2.7777777777777777,3
43,TUN,6,1.1280182840581243,57,FRA,2009,1.3255813953488371,1
20,TUR,6,1.490319640741189,34,FRA,2013,1.7,4
132,NER,6,1.1669310033972868,207,FRA,2014,1.5681818181818181,1
143,IRN,6,1.0064795494313923,198,FRA,2007,1.3846153846153846,4
33,ITA,6,1.3257359305592338,50,FRA,2013,1.5151515151515151,4
20,AFR,6,1.9701723141310306,45,FRA,2014,2.25,2
40,DZA,6,1.0573309405993556,56,FRA,2007,1.4,3
13,AUS,6,1.3867504905630728,18,FRA,2014,1.3846153846153846,2
103,GRC,6,0.7228821051722736,125,FRA,2014,1.2135922330097086,1
18,IRL,6,1.247219128924647,28,FRA,2012,1.5555555555555556,3
4,KHM,6,2.362907813126304,11,FRA,2012,2.75,4
45,DEU,6,1.2540842366951563,69,FRA,2010,1.5333333333333334,2
14,BEN,6,1.5689290811054721,42,FRA,2014,3.0,1
78,JPN,6,0.9000129499197831,97,FRA,2009,1.2435897435897436,1
10,BGR,6,1.6363916944844772,17,FRA,2014,1.7,4
103,EUR,6,1.1999746174103385,164,FRA,2013,1.5922330097087378,3
67,YEM,6,0.9325996987456124,91,FRA,2010,1.3582089552238805,1
4,WAF,6,2.5,9,FRA,2011,2.25,2
20,CAN,6,1.6311119875071343,33,FRA,2014,1.65,3
9,SOM,6,1.666666666666667,14,FRA,2013,1.5555555555555556,2
31,QAT,6,1.3512240567770035,52,FRA,2012,1.6774193548387097,3
90,ECU,6,1.291526209591746,133,FRA,2008,1.4777777777777779,1
44,WAF,6,1.1801297094295289,73,FRA,2013,1.6590909090909092,1
289,ITA,6,0.6308120761625653,332,FRA,2009,1.1487889273356402,1
13,ISR,6,1.39136531360295,20,FRA,2014,1.5384615384615385,2
142,JPN,6,0.9710626864342571,194,FRA,2013,1.3661971830985915,1
83,ARG,6,1.494529155424854,136,FRA,2008,1.6385542168674698,1
27,BEL,6,1.248360748503636,38,FRA,2012,1.4074074074074074,3
4,PNG,6,1.1547005383792515,20,FRA,2012,5.0,1
744,LBN,6,0.6613947509176982,903,FRA,2006,1.2137096774193548,1
4,BEL,6,2.217355782608345,11,FRA,2012,2.75,2
153,COD,6,1.1634926601739428,210,FRA,2008,1.3725490196078431,1
5,VEN,6,2.23606797749979,10,FRA,2010,2.0,4
299,IRN,6,0.8793838609788434,393,FRA,2007,1.31438127090301,3
10,TUN,6,1.5811388300841898,15,FRA,2012,1.5,4
67,KWT,6,1.2179867128771824,93,FRA,2009,1.3880597014925373,1
42,LUX,6,0.8035923987456072,50,FRA,2009,1.1904761904761905,1
30,LBY,6,1.3047217521658452,43,FRA,2013,1.4333333333333333,3
28,PSE,6,0.9670497325294005,35,FRA,2010,1.25,3
133,IRN,6,0.5966604105161744,153,FRA,2006,1.150375939849624,3
41,CHN,6,1.4918477657246267,73,FRA,2013,1.7804878048780488,3
24,WST,6,1.4039282363260677,40,FRA,2014,1.6666666666666667,1
14,MEX,6,1.3827826698682308,24,FRA,2011,1.7142857142857142,2
44,CZE,6,1.2102015277810354,65,FRA,2009,1.4772727272727273,3
73,AUT,6,1.2331050016951028,102,FRA,2012,1.3972602739726028,1
22,RWA,6,1.6415861825701368,41,FRA,2010,1.8636363636363635,4
38,OMN,6,0.9087061127950059,51,FRA,2009,1.3421052631578947,1
118,EUR,6,0.7780209052752649,145,FRA,2008,1.228813559322034,2
65,EUR,6,0.9133097039803175,90,FRA,2009,1.3846153846153846,2
6,IND,6,2.041241452319315,13,FRA,2014,2.1666666666666665,4
163,USA,6,0.7248000766432234,194,FRA,2008,1.1901840490797546,2
61,AFG,6,1.0372831263223197,85,FRA,2007,1.3934426229508197,2
13,PRK,6,1.5483655567842811,22,FRA,2009,1.6923076923076923,3
11,DNK,6,1.9725387425622571,23,FRA,2014,2.090909090909091,1
124,TUR,6,1.0262742905704931,160,FRA,2006,1.2903225806451613,1
67,AUS,6,0.9856500930018037,94,FRA,2010,1.4029850746268657,1
39,EUR,6,0.9028370339388788,53,FRA,2011,1.358974358974359,4
81,YEM,6,1.0015420209622194,122,FRA,2011,1.5061728395061729,1
28,RUS,6,1.0131411680782823,36,FRA,2010,1.2857142857142858,3
25,CAN,6,1.0801234497346432,35,FRA,2009,1.4,3
239,IRL,6,0.6420723892135537,290,FRA,2008,1.213389121338912,1
93,COD,6,0.7277958295555605,119,FRA,2009,1.2795698924731183,1
48,DEU,6,1.1661599710220654,70,FRA,2007,1.4583333333333333,3
8,TCD,6,1.7525491637693282,14,FRA,2009,1.75,3
39,YEM,6,1.3076129213023306,64,FRA,2014,1.641025641025641,4
163,TUN,6,1.1004946110738114,235,FRA,2013,1.4417177914110428,1
8,MEA,6,2.052872551885702,18,FRA,2012,2.25,2
47,MEA,6,1.1372101800126988,67,FRA,2012,1.425531914893617,1
