ECount,Target,StdDevSources,NSources,Source,Year,AvgSources,QuadClass
846,LBN,4.19731887002883,1558,IRN,2011,1.8416075650118204,3
2532,SAU,3.551182203666685,4662,IRN,2011,1.8412322274881516,3
624,LBN,3.5740221886685712,1148,IRN,2010,1.8397435897435896,4
1433,IND,3.7687856037507665,2635,IRN,2012,1.8387997208653175,1
99,ITA,3.518774922214481,182,IRN,2014,1.8383838383838385,3
37,KEN,4.930142625351352,68,IRN,2009,1.837837837837838,3
10825,USA,3.580126242576228,19892,IRN,2013,1.8375981524249423,4
258,CAN,5.24540294961998,474,IRN,2011,1.8372093023255813,2
5079,GBR,3.513707185417665,9329,IRN,2011,1.8367788934829692,1
19391,ISR,2.9658165556646643,35615,IRN,2013,1.836676808828838,1
422,BEL,3.5600441727351955,775,IRN,2010,1.8364928909952607,1
55,GUY,2.5514239768733677,101,IRN,2013,1.8363636363636364,1
1136,CHE,3.055562894556998,2084,IRN,2012,1.8345070422535212,1
2614,SYR,3.362023966328294,4795,IRN,2013,1.834353481254782,2
42,IRL,3.4985478985393335,77,IRN,2011,1.8333333333333333,4
24,ZAF,3.331883742774096,44,IRN,2014,1.8333333333333333,3
78,NIC,2.3322508311487296,143,IRN,2011,1.8333333333333333,1
24,PHL,0.3806934938134404,44,IRN,2002,1.8333333333333333,1
115,AUS,4.401476764867729,210,IRN,2012,1.826086956521739,3
679,EUR,4.061500719831658,1239,IRN,2010,1.824742268041237,4
34,SWE,2.28924479058705,62,IRN,2011,1.8235294117647058,3
288,BRA,3.9605936758027034,525,IRN,2010,1.8229166666666667,4
467,CHN,3.636441804842915,851,IRN,2013,1.822269807280514,4
425,WST,3.019750009866143,774,IRN,2012,1.8211764705882354,1
647,EGY,2.7153965531948185,1178,IRN,2013,1.820710973724884,4
1188,JOR,5.056000728692107,2162,IRN,2012,1.8198653198653199,1
61,LUX,2.783931253469402,111,IRN,2012,1.819672131147541,1
83,UKR,4.625340009422255,151,IRN,2012,1.819277108433735,2
6319,USA,3.1736412607922744,11494,IRN,2014,1.8189586959962019,2
4451,CHE,3.091441058464949,8095,IRN,2014,1.818692428667715,1
55,LBY,3.249449577839693,100,IRN,2009,1.8181818181818181,4
1598,JOR,2.9197155632097864,2905,IRN,2013,1.8178973717146434,3
10560,USA,2.926745945272495,19194,IRN,2009,1.8176136363636364,4
8528,GBR,2.7939737084877154,15484,IRN,2009,1.8156660412757974,1
27,MDV,2.1129097151528895,49,IRN,2013,1.8148148148148149,3
958,AFG,4.1103893540120024,1735,IRN,2011,1.8110647181628392,2
19993,SYR,3.206810601043415,36172,IRN,2013,1.8092332316310709,1
1225,FRA,2.149732822271067,2214,IRN,2009,1.8073469387755101,2
77,AUT,2.133929912027652,139,IRN,2012,1.8051948051948052,4
1528,PRK,3.2630875448121093,2756,IRN,2013,1.8036649214659686,1
279,NOR,2.2839427808582458,503,IRN,2009,1.8028673835125448,1
7488,ISR,3.7738581738207877,13492,IRN,2011,1.8018162393162394,1
5,PHL,0.44721359549995787,9,IRN,2008,1.8,2
5,PAN,1.0954451150103321,9,IRN,2014,1.8,4
5,LBY,1.0954451150103321,9,IRN,1999,1.8,2
5,CMR,1.788854381999832,9,IRN,2011,1.8,1
20,KGZ,1.7350868323485926,36,IRN,2009,1.8,3
10,MUS,1.0327955589886444,18,IRN,2013,1.8,1
15,DJI,1.7402791237532642,27,IRN,2014,1.8,3
95,ITA,3.737674780656745,171,IRN,2012,1.8,4
5,SSD,1.788854381999832,9,IRN,2013,1.8,2
10,LUX,2.5298221281347035,18,IRN,2007,1.8,3
269,CAN,3.4690313561037502,484,IRN,2013,1.7992565055762082,2
535,EUR,2.7156772390591035,962,IRN,2014,1.7981308411214953,3
287,TKM,5.015458183353456,516,IRN,2012,1.7979094076655053,2
1018,ARE,2.8190799460513474,1830,IRN,2010,1.7976424361493124,1
2072,ISR,3.3380764479402263,3721,IRN,2012,1.795849420849421,2
5084,CHN,2.7436931272687177,9130,IRN,2009,1.7958300550747444,1
93,BEL,1.678244034341603,167,IRN,2011,1.7956989247311828,3
6088,JOR,2.94867092218285,10931,IRN,2014,1.7954993429697765,1
770,EUR,3.242191624344817,1382,IRN,2011,1.7948051948051948,4
1907,IRQ,4.6116982726539275,3417,IRN,2012,1.7918196119559517,2
607,PRK,1.9390159186566158,1087,IRN,2013,1.7907742998352554,3
19,VAT,2.4170447375168496,34,IRN,2013,1.7894736842105263,4
52576,USA,2.686864194193425,94078,IRN,2009,1.7893715763846623,1
989,CAN,4.391382936381228,1769,IRN,2010,1.788675429726997,1
463,SWE,2.65850632615956,828,IRN,2009,1.7883369330453565,1
2426,FRA,2.7634654848819613,4338,IRN,2009,1.788128606760099,3
706,LBN,3.270479168919179,1261,IRN,2012,1.7861189801699717,4
14,SLE,0.4258153136263201,25,IRN,2001,1.7857142857142858,1
273,FRA,3.1774996437780874,487,IRN,2014,1.783882783882784,2
64,PRT,2.9839185379748288,114,IRN,2011,1.78125,1
50,SWE,3.202613728484525,89,IRN,2013,1.78,4
385,PGS,3.193513023756195,685,IRN,2012,1.7792207792207793,3
935,ITA,4.726023924327084,1663,IRN,2010,1.7786096256684492,1
474,SAU,2.6998318428291332,843,IRN,2012,1.7784810126582278,2
1666,RUS,2.864909070545502,2962,IRN,2009,1.7779111644657863,2
18,NRU,1.986885104453867,32,IRN,2012,1.7777777777777777,3
9,POL,1.986062547968831,16,IRN,2008,1.7777777777777777,2
9,FIN,1.3017082793177757,16,IRN,2014,1.7777777777777777,2
9,MDV,0.8333333333333334,16,IRN,2013,1.7777777777777777,4
218,ARE,2.153109677549685,387,IRN,2013,1.775229357798165,2
15431,RUS,3.1300900264120233,27368,IRN,2014,1.7735726783747003,1
22,ARG,1.7709781580707415,39,IRN,2007,1.7727272727272727,2
22,NLD,2.6535119259437185,39,IRN,2013,1.7727272727272727,4
255,ARE,1.950981827463176,452,IRN,2014,1.772549019607843,4
167,ITA,2.144414562472007,296,IRN,2011,1.7724550898203593,4
26,DZA,1.5312136965869216,46,IRN,2009,1.7692307692307692,4
19167,TUR,3.5827752238069794,33904,IRN,2012,1.7688735848072208,1
774,FRA,3.178111458704637,1369,IRN,2011,1.768733850129199,3
1507,RUS,3.0288906805972253,2661,IRN,2011,1.765759787657598,3
2904,TUR,3.422360091872068,5119,IRN,2012,1.762741046831956,3
21,VAT,2.022492568707285,37,IRN,2013,1.7619047619047619,3
167,NLD,2.6302448024744116,294,IRN,2009,1.7604790419161678,3
25,BLR,0.9255628917943214,44,IRN,2012,1.76,4
553,BOL,3.2272090115200083,973,IRN,2009,1.759493670886076,1
939,PRK,2.9475887228538467,1652,IRN,2010,1.7593184238551651,1
1405,GBR,2.5817458207974466,2469,IRN,2009,1.7572953736654804,2
1868,EGY,3.750677347304207,3281,IRN,2010,1.756423982869379,1
135,AUT,2.045988673414712,237,IRN,2010,1.7555555555555555,2
1722,SAU,2.9146360304526127,3023,IRN,2014,1.7555168408826944,3
1292,IRQ,4.833656062891961,2267,IRN,2010,1.7546439628482973,2
455,LBN,2.5835939389690217,798,IRN,2014,1.7538461538461538,2
69,ARG,2.3034871078269523,121,IRN,2011,1.7536231884057971,4
425,JOR,2.952077467860321,745,IRN,2014,1.7529411764705882,2
883,EGY,2.544209303186515,1546,IRN,2011,1.7508493771234428,4
1248,ISR,3.6954532412349543,2185,IRN,2011,1.7508012820512822,2
224,BEL,2.0,392,IRN,2011,1.75,1
4,SWE,0.9574271077563381,7,IRN,2000,1.75,3
4,EST,0.5,7,IRN,2006,1.75,3
76,LKA,2.4933244206614322,133,IRN,2013,1.75,2
4,HRV,0.5,7,IRN,1998,1.75,4
4,SLV,0.5,7,IRN,2011,1.75,4
16,DJI,1.390443574307614,28,IRN,2014,1.75,4
48,ARG,2.2644336100817983,84,IRN,2011,1.75,2
4,IRL,0.9574271077563381,7,IRN,2003,1.75,2
2547,RUS,2.706635558053142,4453,IRN,2009,1.7483313702394974,3
3210,SYR,2.8034786652238495,5611,IRN,2013,1.7479750778816199,4
543,DEU,2.439842496303216,949,IRN,2014,1.7476979742173113,3
384,EGY,2.8488912211885804,671,IRN,2010,1.7473958333333333,3
569,YEM,4.803086800479556,994,IRN,2014,1.7469244288224957,4
154,TKM,2.001834741149165,269,IRN,2011,1.7467532467532467,2
926,AFG,3.2425151684086755,1617,IRN,2012,1.7462203023758098,4
500,PRK,3.4764429105942827,873,IRN,2009,1.746,3
47,OMN,2.3998920728122517,82,IRN,2014,1.7446808510638299,4
452,JOR,2.0429045930402947,788,IRN,2014,1.7433628318584071,4
599,NIC,2.9466854985533417,1044,IRN,2012,1.7429048414023371,1
425,DEU,3.834897298741896,740,IRN,2012,1.7411764705882353,4
85,JOR,1.489270684217059,148,IRN,2009,1.7411764705882353,2
2815,IRQ,5.180200229534034,4901,IRN,2011,1.7410301953818828,3
27,LAO,0.44657608470472243,47,IRN,2011,1.7407407407407407,1
449,FRA,2.1131562006206366,781,IRN,2013,1.7394209354120267,2
69,OMN,2.687947904744236,120,IRN,2013,1.7391304347826086,3
330,EGY,2.1238718703043316,573,IRN,2014,1.7363636363636363,3
72,THA,2.589214115124377,125,IRN,2010,1.7361111111111112,3
530,FRA,3.6107953210503303,920,IRN,2012,1.7358490566037736,4
1082,EGY,2.670357194504256,1878,IRN,2013,1.7356746765249538,3
34,ESP,3.440479384580284,59,IRN,2010,1.7352941176470589,4
3858,ISR,2.8152215363546693,6687,IRN,2013,1.7332814930015552,4
866,BEL,2.09867769408515,1500,IRN,2014,1.7321016166281755,1
774,FRA,2.23580858990137,1340,IRN,2014,1.731266149870801,3
78,VEN,2.437121342805983,135,IRN,2010,1.7307692307692308,3
185,AUT,2.398466999626245,320,IRN,2014,1.7297297297297298,2
13070,IRQ,4.324624440440038,22604,IRN,2011,1.7294567712318285,1
812,EUR,2.7091647191613593,1404,IRN,2011,1.729064039408867,3
262,KEN,4.0531712866431775,453,IRN,2012,1.7290076335877862,1
3730,IRQ,2.8879494715455434,6445,IRN,2014,1.727882037533512,2
22,CIV,0.4558423058385518,38,IRN,2008,1.7272727272727273,1
22,MEX,1.1204513623586059,38,IRN,2012,1.7272727272727273,2
11,DZA,1.009049958219026,19,IRN,1999,1.7272727272727273,4
11,NPL,0.9045340337332909,19,IRN,2008,1.7272727272727273,4
1504,PAK,2.8747574514103533,2596,IRN,2009,1.726063829787234,4
105,SDN,2.1816332894241897,181,IRN,2014,1.723809523809524,3
6124,AFG,4.297480570431215,10549,IRN,2011,1.7225669497060745,1
18,UZB,1.9343810548491933,31,IRN,2011,1.7222222222222223,4
18,DNK,1.127493605332358,31,IRN,2010,1.7222222222222223,3
2023,EUR,2.9227407649586943,3482,IRN,2011,1.7212061295106278,1
602,CHE,2.137190015692954,1036,IRN,2013,1.7209302325581395,4
1207,RUS,2.9684504722186182,2077,IRN,2014,1.7207953603976802,2
124,ARE,5.382235887841916,213,IRN,2011,1.717741935483871,4
2280,TUR,5.006137815287802,3914,IRN,2012,1.7166666666666666,2
321,ITA,1.8364388876741844,551,IRN,2009,1.7165109034267914,3
155,KOR,3.0974535806919308,266,IRN,2012,1.7161290322580645,4
88,NOR,2.1864202813761486,151,IRN,2009,1.7159090909090908,3
3034,KAZ,2.9901925680340113,5202,IRN,2013,1.7145682267633486,1
7,MCO,1.4960264830861913,12,IRN,2013,1.7142857142857142,2
7,URY,0.9511897312113419,12,IRN,2014,1.7142857142857142,2
56,NZL,1.2751368655850344,96,IRN,2009,1.7142857142857142,3
7,DJI,1.2535663410560176,12,IRN,2009,1.7142857142857142,2
42,NLD,0.9444501377615285,72,IRN,2014,1.7142857142857142,2
7,NGA,1.2535663410560174,12,IRN,2006,1.7142857142857142,2
14,SEN,2.672612419124244,24,IRN,2012,1.7142857142857142,1
7,VAT,0.4879500364742666,12,IRN,2004,1.7142857142857142,2
2120,TUR,2.9216309508990315,3632,IRN,2012,1.7132075471698114,4
432,ARG,1.8293859399860324,740,IRN,2013,1.712962962962963,3
59,MDV,2.228737445727321,101,IRN,2009,1.7118644067796611,1
