ECount,Target,MaxSources,StdDevSources,NSources,Source,Year,AvgSources,QuadClass
166,NPL,7,1.1482481855340898,267,IND,2014,1.608433734939759,3
1816,PAK,36,2.2191405212601722,2914,IND,2011,1.604625550660793,4
1002,MYS,65,3.4336446632039848,1607,IND,2014,1.6037924151696608,1
78,LBN,6,1.4355391185100326,125,IND,2013,1.6025641025641026,1
186,BRN,10,1.574388151915404,298,IND,2013,1.6021505376344085,1
233,SEA,16,2.014901200117151,373,IND,2014,1.6008583690987124,1
25,MEA,4,0.9574271077563381,40,IND,2012,1.6,4
5,THA,2,0.5477225575051661,8,IND,1999,1.6,4
10,GUY,4,1.2649110640673518,16,IND,2009,1.6,1
5,VNM,2,0.5477225575051661,8,IND,2008,1.6,4
10,COG,4,1.2649110640673518,16,IND,2010,1.6,1
5,JPN,2,0.5477225575051662,8,IND,2003,1.6,3
5,ITA,3,0.8944271909999159,8,IND,2006,1.6,2
92,TKM,8,1.4224246642496883,147,IND,2012,1.5978260869565217,1
156,CHE,10,1.6215438527838957,249,IND,2013,1.5961538461538463,4
54,NOR,6,1.4860168174791588,86,IND,2009,1.5925925925925926,1
736,ISR,39,3.105422407482882,1170,IND,2012,1.5896739130434783,1
779,SAU,66,2.8928040813153,1238,IND,2010,1.589216944801027,1
68,DEU,14,2.0091974644800463,108,IND,2011,1.588235294117647,2
17,NZL,11,2.42535625036333,27,IND,2012,1.588235294117647,4
4813,PAK,35,1.7634353357409218,7632,IND,2009,1.58570538125909,3
77,MYS,6,1.004603212462897,122,IND,2010,1.5844155844155845,4
72,PSE,8,1.4607541945520501,114,IND,2014,1.5833333333333333,3
144,SAU,12,1.6365578750296854,228,IND,2014,1.5833333333333333,4
12,KOR,4,0.9962049198956219,19,IND,2011,1.5833333333333333,2
12,DNK,3,0.792961461098759,19,IND,2008,1.5833333333333333,2
522,AFR,52,2.6515333826091005,826,IND,2011,1.582375478927203,1
763,AFG,57,3.184944571616019,1207,IND,2012,1.581913499344692,1
74,AFG,9,1.4897527307628113,117,IND,2010,1.5810810810810811,2
379,SEA,31,2.8266941422518523,599,IND,2012,1.5804749340369393,1
888,CAN,26,2.6013445483198696,1403,IND,2013,1.579954954954955,1
119,ETH,5,1.0374005839182996,188,IND,2011,1.5798319327731092,1
19,SWE,3,0.9015905373704981,30,IND,2011,1.5789473684210527,2
19,BTN,4,0.9612370197756298,30,IND,2014,1.5789473684210527,3
1117,RUS,22,2.123580162612136,1761,IND,2012,1.576544315129812,1
223,BTN,10,1.6959532491618468,351,IND,2009,1.5739910313901346,1
208,AUS,10,1.3600906996446063,327,IND,2010,1.5721153846153846,3
14,POL,2,0.5135525910130956,22,IND,2013,1.5714285714285714,2
7,ARE,2,0.5345224838248488,11,IND,2004,1.5714285714285714,1
126,NGA,6,1.2485420068452415,198,IND,2010,1.5714285714285714,1
7,MAR,2,0.5345224838248488,11,IND,1999,1.5714285714285714,1
