ECount,Target,StdDevSources,NSources,Source,Year,AvgSources,QuadClass
52,JAM,0.8072073528,64,BRA,2011,1.2307692308,1
13,ISR,0.4385290097,16,BRA,1999,1.2307692308,1
26,EGY,0.4296689244,32,BRA,2006,1.2307692308,1
26,TUR,0.4296689244,32,BRA,2011,1.2307692308,2
13,PHL,0.8320502943,16,BRA,2006,1.2307692308,1
13,AUT,0.4385290097,16,BRA,2009,1.2307692308,3
13,SLV,0.4385290097,16,BRA,1995,1.2307692308,1
327,ITA,0.8753582354,402,BRA,2008,1.2293577982,1
192,QAT,0.7012205763,236,BRA,2007,1.2291666667,1
48,NAM,0.4247443954,59,BRA,2014,1.2291666667,1
70,AFR,0.4229444261,86,BRA,2013,1.2285714286,3
162,IND,0.7980931573,199,BRA,2013,1.2283950617,1
92,BOL,0.8783508632,113,BRA,2009,1.2282608696,3
1864,COL,0.6973988078,2289,BRA,2009,1.2280042918,1
22,MEX,0.4289320272,27,BRA,2000,1.2272727273,2
868,ISR,2.0058418633,1065,BRA,2010,1.2269585253,1
53,ECU,0.4658123357,65,BRA,2005,1.2264150943,2
3500,USA,0.783553801,4291,BRA,2007,1.226,1
1509,ARG,1.7316567409,1850,BRA,2010,1.2259774685,1
31,PRY,0.4973045626,38,BRA,2007,1.2258064516,3
102,MOZ,0.6118768844,125,BRA,2014,1.2254901961,1
40,NAM,0.4229020618,49,BRA,2009,1.225,1
760,GBR,0.8136880693,931,BRA,2008,1.225,1
58,NGA,0.6500500237,71,BRA,2014,1.224137931,2
58,URY,0.6224767578,71,BRA,2014,1.224137931,2
58,PRY,0.7019547506,71,BRA,2013,1.224137931,4
384,AGO,0.5473400748,470,BRA,2013,1.2239583333,1
67,EUR,0.5455299209,82,BRA,2008,1.223880597,3
166,ARE,0.6264523104,203,BRA,2009,1.2228915663,1
9,CHL,0.4409585518,11,BRA,2002,1.2222222222,4
18,KOR,0.4277926319,22,BRA,2007,1.2222222222,2
9,LBY,0.4409585518,11,BRA,2001,1.2222222222,1
9,CIV,0.4409585518,11,BRA,2013,1.2222222222,1
9,SEN,0.6666666667,11,BRA,2009,1.2222222222,4
9,CPV,0.4409585518,11,BRA,2013,1.2222222222,4
18,MOZ,0.4277926319,22,BRA,2014,1.2222222222,3
9,SWE,0.4409585518,11,BRA,2010,1.2222222222,4
54,POL,0.4196434545,66,BRA,2002,1.2222222222,1
9,AFG,0.4409585518,11,BRA,2012,1.2222222222,4
9,KOR,0.4409585518,11,BRA,2012,1.2222222222,4
18,LBN,0.4277926319,22,BRA,2006,1.2222222222,2
9,CZE,0.4409585518,11,BRA,2009,1.2222222222,3
18,NLD,0.4277926319,22,BRA,2013,1.2222222222,3
9,IRQ,0.4409585518,11,BRA,2004,1.2222222222,3
262,UKR,0.4159663326,320,BRA,2003,1.2213740458,1
95,DEU,0.5682924661,116,BRA,2014,1.2210526316,2
236,KOR,0.8316668034,288,BRA,2010,1.2203389831,1
168,GBR,0.4945886241,205,BRA,2006,1.2202380952,4
41,THA,0.8219548382,50,BRA,2008,1.2195121951,1
87,HTI,0.6721241468,106,BRA,2010,1.2183908046,4
55,BOL,0.8094559007,67,BRA,2010,1.2181818182,2
55,BTN,0.497806637,67,BRA,2014,1.2181818182,1
188,KOR,1.0798556812,229,BRA,2012,1.2180851064,1
69,IDN,0.7249658251,84,BRA,2007,1.2173913043,1
92,NLD,0.708288247,112,BRA,2009,1.2173913043,1
23,SGP,0.4217411678,28,BRA,2007,1.2173913043,1
23,NOR,0.4217411678,28,BRA,2013,1.2173913043,3
46,SYR,0.6293927754,56,BRA,2007,1.2173913043,1
83,ZAF,0.4146168602,101,BRA,2003,1.2168674699,1
120,SYR,0.5678106758,146,BRA,2009,1.2166666667,1
74,ECU,0.4144734329,90,BRA,2002,1.2162162162,1
148,HTI,0.7146717104,180,BRA,2011,1.2162162162,1
121,RUS,0.7095375439,147,BRA,2011,1.2148760331,2
28,SVK,0.417855447,34,BRA,1997,1.2142857143,1
14,PER,0.4258153136,17,BRA,1998,1.2142857143,3
14,AFR,0.4258153136,17,BRA,2007,1.2142857143,3
14,AFG,0.4258153136,17,BRA,2009,1.2142857143,4
28,TCD,0.417855447,34,BRA,2006,1.2142857143,1
42,COL,0.5196487691,51,BRA,2010,1.2142857143,4
56,SGP,0.6241877839,68,BRA,2008,1.2142857143,1
14,PSE,0.4258153136,17,BRA,2004,1.2142857143,2
14,NOR,0.4258153136,17,BRA,2014,1.2142857143,3
14,RUS,0.4258153136,17,BRA,1996,1.2142857143,2
28,DNK,0.4986754944,34,BRA,2009,1.2142857143,3
14,ZAF,0.8017837257,17,BRA,2014,1.2142857143,4
84,AUS,0.6413733114,102,BRA,2014,1.2142857143,4
98,MYS,0.5963808373,119,BRA,2012,1.2142857143,1
215,COL,1.0725071935,261,BRA,2008,1.2139534884,4
893,FRA,0.6193333393,1084,BRA,2008,1.2138857783,1
103,PER,0.4118462838,125,BRA,2001,1.213592233,1
183,ARG,1.9339200703,222,BRA,2011,1.2131147541,2
183,MEX,0.4106315465,222,BRA,2001,1.2131147541,1
47,ECU,0.5080298781,57,BRA,2009,1.2127659574,2
33,COL,0.7398300378,40,BRA,2011,1.2121212121,3
85,CAN,0.5792876916,103,BRA,2009,1.2117647059,2
71,BLR,0.4111132259,86,BRA,2012,1.2112676056,1
90,SWE,0.6949972831,109,BRA,2012,1.2111111111,1
19,PRY,0.6306035353,23,BRA,2011,1.2105263158,3
38,IRQ,0.5769394899,46,BRA,2006,1.2105263158,1
57,IDN,0.7731392895,69,BRA,2012,1.2105263158,2
43,JPN,0.5999261675,52,BRA,1999,1.2093023256,1
688,CHL,0.7277614829,832,BRA,2010,1.2093023256,1
67,JPN,0.686168842,81,BRA,2014,1.2089552239,2
67,RUS,0.445084719,81,BRA,2012,1.2089552239,4
187,IRN,0.543120762,226,BRA,2007,1.2085561497,1
24,URY,0.414851117,29,BRA,2000,1.2083333333,2
29,AFG,0.4122508204,35,BRA,2014,1.2068965517,1
29,GRC,0.4122508204,35,BRA,2010,1.2068965517,1
29,LBN,0.6198680934,35,BRA,2013,1.2068965517,2
29,CHL,0.4122508204,35,BRA,2003,1.2068965517,3
29,TUN,0.4122508204,35,BRA,2001,1.2068965517,1
150,BOL,0.5592020521,181,BRA,2009,1.2066666667,2
92,AFR,0.8961216003,111,BRA,2010,1.2065217391,2
63,SWE,0.4805484152,76,BRA,2008,1.2063492063,1
126,ARG,0.5413680496,152,BRA,2012,1.2063492063,3
228,CUB,0.6680611816,275,BRA,2007,1.2061403509,1
665,ESP,0.8330304127,802,BRA,2010,1.2060150376,1
34,BEL,0.4785971777,41,BRA,2007,1.2058823529,1
68,BEL,0.76409782,82,BRA,2009,1.2058823529,1
73,JPN,0.7630149283,88,BRA,2010,1.2054794521,2
146,JPN,0.8044514792,176,BRA,2006,1.2054794521,1
54,PRT,0.625846736,65,BRA,2008,1.2037037037,4
59,UKR,0.405975242,71,BRA,1999,1.2033898305,1
123,QAT,0.8958863144,148,BRA,2009,1.2032520325,1
69,DEU,0.7392307239,83,BRA,2009,1.2028985507,2
74,TTO,0.4675710987,89,BRA,2013,1.2027027027,1
2492,ARG,0.9784664263,2994,BRA,2009,1.2014446228,1
194,NZL,0.5986158205,233,BRA,2012,1.2010309278,1
304,IND,0.5351039146,365,BRA,2007,1.2006578947,1
384,NGA,0.6960535825,461,BRA,2013,1.2005208333,1
10,VAT,0.4216370214,12,BRA,1994,1.2,1
15,MYS,0.4140393356,18,BRA,2014,1.2,3
5,SGP,0.4472135955,6,BRA,2009,1.2,3
40,ZAF,0.4050957468,48,BRA,1997,1.2,1
40,ISR,1.2649110641,48,BRA,2009,1.2,2
10,IDN,0.4216370214,12,BRA,2009,1.2,4
5,PER,0.4472135955,6,BRA,2002,1.2,2
10,ETH,0.632455532,12,BRA,2013,1.2,2
5,FIN,0.4472135955,6,BRA,2010,1.2,2
5,ZWE,0.4472135955,6,BRA,2013,1.2,2
15,GHA,0.4140393356,18,BRA,2009,1.2,2
5,HTI,0.4472135955,6,BRA,2014,1.2,3
10,MOZ,0.632455532,12,BRA,2012,1.2,3
10,THA,0.4216370214,12,BRA,1994,1.2,1
10,CRI,0.4216370214,12,BRA,2009,1.2,4
25,ITA,0.4082482905,30,BRA,2001,1.2,1
5,PRK,0.4472135955,6,BRA,2009,1.2,3
10,SAU,0.4216370214,12,BRA,2008,1.2,3
35,MDV,0.7194769342,42,BRA,2014,1.2,1
10,PSE,0.4216370214,12,BRA,2006,1.2,1
120,PRY,0.5120399144,144,BRA,2012,1.2,4
15,POL,0.4140393356,18,BRA,2010,1.2,2
5,MWI,0.4472135955,6,BRA,2013,1.2,4
10,PRT,0.4216370214,12,BRA,2001,1.2,2
10,ZAF,0.4216370214,12,BRA,2003,1.2,4
5,FRA,0.4472135955,6,BRA,1999,1.2,2
10,DOM,0.4216370214,12,BRA,2012,1.2,3
10,URY,0.4216370214,12,BRA,1998,1.2,3
45,AFR,0.5045249791,54,BRA,2009,1.2,3
5,IRL,0.4472135955,6,BRA,2000,1.2,1
10,JAM,0.4216370214,12,BRA,2008,1.2,1
10,ETH,0.4216370214,12,BRA,2012,1.2,2
5,CHN,0.4472135955,6,BRA,2005,1.2,4
10,AFR,0.632455532,12,BRA,2005,1.2,3
20,PAN,0.4103913408,24,BRA,1999,1.2,1
20,NLD,0.4103913408,24,BRA,2008,1.2,4
45,ITA,0.4045199175,54,BRA,2003,1.2,1
10,GUY,0.4216370214,12,BRA,2009,1.2,4
40,CPV,0.5163977795,48,BRA,2012,1.2,1
20,GHA,0.5231483638,24,BRA,2014,1.2,2
5,MAR,0.4472135955,6,BRA,1998,1.2,1
190,PRT,0.4266269823,228,BRA,2000,1.2,1
5,SRB,0.4472135955,6,BRA,2007,1.2,1
5,IDN,0.4472135955,6,BRA,2010,1.2,4
15,AUT,0.4140393356,18,BRA,1996,1.2,1
10,PER,0.4216370214,12,BRA,2006,1.2,4
10,RUS,0.4216370214,12,BRA,1998,1.2,2
5,UKR,0.4472135955,6,BRA,2007,1.2,2
10,ITA,0.4216370214,12,BRA,1995,1.2,2
10,IRQ,0.4216370214,12,BRA,2006,1.2,4
10,RUS,0.632455532,12,BRA,2006,1.2,2
5,GRD,0.4472135955,6,BRA,2009,1.2,3
10,NLD,0.4216370214,12,BRA,2007,1.2,4
10,MOZ,0.4216370214,12,BRA,2008,1.2,2
5,MMR,0.4472135955,6,BRA,2008,1.2,2
5,NZL,0.4472135955,6,BRA,2010,1.2,3
10,YEM,0.632455532,12,BRA,2014,1.2,1
482,CHN,0.7856293319,578,BRA,2007,1.1991701245,1
96,ITA,0.8537199302,115,BRA,2013,1.1979166667,2
470,PRY,0.5741367346,563,BRA,2014,1.1978723404,1
274,CHE,0.7346915433,328,BRA,2012,1.197080292,1
56,SYC,0.4008918629,67,BRA,2012,1.1964285714,1
51,PRY,0.4906977825,61,BRA,1999,1.1960784314,3
97,CHN,0.6231501835,116,BRA,2009,1.1958762887,4
98,COL,0.3973666739,117,BRA,1996,1.193877551,1
31,COL,0.7491931143,37,BRA,2012,1.1935483871,4
26,PRY,0.4019184762,31,BRA,1998,1.1923076923,3
26,PRY,0.5670436152,31,BRA,2008,1.1923076923,3
47,CHE,0.3977271226,56,BRA,1997,1.1914893617,1
47,CAN,0.6473456799,56,BRA,2012,1.1914893617,3
277,COL,0.3940646869,330,BRA,1999,1.1913357401,1
21,IRN,0.6796357568,25,BRA,2008,1.1904761905,3
63,COL,0.5918026823,75,BRA,2003,1.1904761905,2
63,ARG,0.3958308068,75,BRA,2003,1.1904761905,3
21,ITA,0.5117663157,25,BRA,2008,1.1904761905,2
37,PHL,0.5184291357,44,BRA,2007,1.1891891892,1
333,IND,0.6283490538,396,BRA,2008,1.1891891892,1
37,CZE,0.397061277,44,BRA,2009,1.1891891892,1
122,VNM,1.039166602,145,BRA,2012,1.1885245902,1
292,URY,0.6053609612,347,BRA,2008,1.1883561644,1
165,IRN,0.5248446784,196,BRA,2008,1.1878787879,1
16,SGP,0.4031128874,19,BRA,2013,1.1875,2
16,SDN,0.4031128874,19,BRA,2013,1.1875,2
16,THA,0.4031128874,19,BRA,2007,1.1875,3
64,GUY,0.7319250547,76,BRA,2008,1.1875,1
16,SAU,0.4031128874,19,BRA,2009,1.1875,2
16,TWN,0.4031128874,19,BRA,2013,1.1875,2
155,BOL,0.3912533436,184,BRA,2006,1.1870967742,2
407,CAN,0.6234505005,483,BRA,2009,1.1867321867,1
161,COL,0.9300871528,191,BRA,2009,1.1863354037,2
140,PSE,0.6413308362,166,BRA,2007,1.1857142857,1
97,FRA,0.4858389845,115,BRA,2013,1.1855670103,3
491,URY,0.6733019754,582,BRA,2007,1.1853360489,1
54,EGY,0.7023968151,64,BRA,2013,1.1851851852,3
135,ESP,0.491497638,160,BRA,2000,1.1851851852,1
81,SGP,0.5725188012,96,BRA,2010,1.1851851852,1
152,KOR,0.5449473227,180,BRA,2008,1.1842105263,1
887,ITA,0.6131057591,1050,BRA,2009,1.1837655017,1
49,ITA,0.6348710298,58,BRA,2014,1.1836734694,4
256,GTM,0.6018634258,303,BRA,2007,1.18359375,1
109,KEN,0.7954167044,129,BRA,2010,1.1834862385,1
60,DEU,0.4314605336,71,BRA,2011,1.1833333333,2
71,CHN,0.6826389792,84,BRA,2013,1.1830985915,4
192,MEX,0.3870940986,227,BRA,2000,1.1822916667,1
11,SGP,0.4045199175,13,BRA,2008,1.1818181818,3
11,SAU,0.4045199175,13,BRA,2007,1.1818181818,2
11,CHE,0.4045199175,13,BRA,2010,1.1818181818,3
11,CHL,0.6030226892,13,BRA,1999,1.1818181818,4
22,KOR,0.5884898863,26,BRA,2011,1.1818181818,4
11,AFR,0.4045199175,13,BRA,2001,1.1818181818,2
11,IDN,0.6030226892,13,BRA,2014,1.1818181818,3
11,BEL,0.6030226892,13,BRA,2013,1.1818181818,4
11,MEX,0.4045199175,13,BRA,2004,1.1818181818,3
11,AFR,0.4045199175,13,BRA,2003,1.1818181818,4
11,LBN,0.6030226892,13,BRA,2010,1.1818181818,4
11,NLD,0.4045199175,13,BRA,2008,1.1818181818,2
11,COG,0.4045199175,13,BRA,2010,1.1818181818,1
11,CMR,0.4045199175,13,BRA,2013,1.1818181818,1
11,SYR,0.4045199175,13,BRA,2006,1.1818181818,1
22,AGO,0.394771017,26,BRA,2011,1.1818181818,3
11,MYS,0.4045199175,13,BRA,2010,1.1818181818,2
22,PHL,0.394771017,26,BRA,2014,1.1818181818,3
11,VNM,0.4045199175,13,BRA,2008,1.1818181818,4
375,CHL,0.8268058074,443,BRA,2007,1.1813333333,1
61,FRA,0.5918388497,72,BRA,2014,1.1803278689,3
50,JPN,0.6605501727,59,BRA,2013,1.18,3
128,CHL,0.4929997165,151,BRA,1999,1.1796875,1
145,AFR,0.5226663148,171,BRA,2002,1.1793103448,1
28,SGP,0.3900210278,33,BRA,2012,1.1785714286,2
56,ITA,0.3864591173,66,BRA,1998,1.1785714286,1
1221,USA,0.7515436601,1439,BRA,2008,1.1785421785,2
118,GHA,0.3841152768,139,BRA,2011,1.1779661017,1
45,ESP,0.3866457675,53,BRA,2010,1.1777777778,4
45,ECU,0.3866457675,53,BRA,2009,1.1777777778,3
34,GTM,0.5205235264,40,BRA,2006,1.1764705882,1
17,ECU,0.5285941399,20,BRA,2005,1.1764705882,4
17,CHN,0.392952624,20,BRA,2003,1.1764705882,3
17,NMR,0.392952624,20,BRA,2013,1.1764705882,2
17,COM,0.392952624,20,BRA,2000,1.1764705882,1
51,ESP,0.4777397766,60,BRA,2007,1.1764705882,4
68,POL,0.3840544299,80,BRA,2000,1.1764705882,1
17,BOL,0.392952624,20,BRA,2005,1.1764705882,2
148,ZMB,0.517926481,174,BRA,2010,1.1756756757,1
114,SAU,0.465549709,134,BRA,2013,1.1754385965,1
80,HTI,0.4141485088,94,BRA,2006,1.175,4
63,USA,0.3826765896,74,BRA,1999,1.1746031746,4
86,ARE,0.4650581359,101,BRA,2013,1.1744186047,2
178,PER,0.3803144966,209,BRA,1999,1.1741573034,1
23,TZA,0.3875533879,27,BRA,2014,1.1739130435,1
46,HND,0.3832230465,54,BRA,2012,1.1739130435,1
23,KOR,0.3875533879,27,BRA,2009,1.1739130435,2
23,PER,0.3875533879,27,BRA,2001,1.1739130435,4
23,DZA,0.3875533879,27,BRA,2003,1.1739130435,1
23,TUR,0.3875533879,27,BRA,2014,1.1739130435,2
23,NLD,0.3875533879,27,BRA,2011,1.1739130435,2
144,ITA,0.4630374196,169,BRA,2009,1.1736111111,2
29,SLV,0.3844258722,34,BRA,2009,1.1724137931,2
58,GHA,0.4640754262,68,BRA,2014,1.1724137931,1
29,CZE,0.3844258722,34,BRA,2011,1.1724137931,1
58,JAM,0.3810387941,68,BRA,2013,1.1724137931,1
383,PHL,0.7026997897,449,BRA,2009,1.1723237598,1
169,ECU,0.7868853181,198,BRA,2007,1.1715976331,1
35,FIN,0.7065123239,41,BRA,2014,1.1714285714,1
439,URY,0.5576098458,514,BRA,2014,1.1708428246,1
703,PRT,0.5168339383,823,BRA,2013,1.1706970128,1
551,USA,0.5359167207,645,BRA,2007,1.1705989111,4
129,MYS,0.6010931579,151,BRA,2011,1.1705426357,1
94,ARG,0.8876487956,110,BRA,2008,1.170212766,4
47,AZE,0.3798826441,55,BRA,2010,1.170212766,1
477,TUR,0.4790687812,558,BRA,2009,1.1698113208,1
106,IRQ,0.4247508651,124,BRA,2013,1.1698113208,1
460,USA,0.6170664894,538,BRA,2007,1.1695652174,3
641,VEN,0.6172056891,749,BRA,2007,1.1684867395,1
95,ZAF,0.4979240218,111,BRA,2008,1.1684210526,1
233,CAN,0.7206082889,272,BRA,2008,1.1673819742,1
341,SAU,0.3890869431,398,BRA,2009,1.1671554252,1
12,AUT,0.3892494721,14,BRA,2013,1.1666666667,2
12,SAU,0.5773502692,14,BRA,2009,1.1666666667,4
12,SDN,0.3892494721,14,BRA,2007,1.1666666667,1
18,CPV,0.3834824944,21,BRA,2011,1.1666666667,1
150,QAT,0.4694229882,175,BRA,2011,1.1666666667,1
6,BRB,0.4082482905,7,BRA,1981,1.1666666667,2
6,IRQ,0.4082482905,7,BRA,2009,1.1666666667,3
168,USA,0.4331567274,196,BRA,2004,1.1666666667,4
18,THA,0.5144957554,21,BRA,2012,1.1666666667,3
12,GTM,0.3892494721,14,BRA,2009,1.1666666667,3
6,KEN,0.4082482905,7,BRA,2011,1.1666666667,2
12,NZL,0.3892494721,14,BRA,1999,1.1666666667,1
24,LBN,0.8164965809,28,BRA,2008,1.1666666667,1
6,PAN,0.4082482905,7,BRA,2009,1.1666666667,4
6,MMR,0.4082482905,7,BRA,2001,1.1666666667,2
6,WAF,0.4082482905,7,BRA,2012,1.1666666667,4
18,COL,0.3834824944,21,BRA,1999,1.1666666667,3
432,AUS,0.4816830509,504,BRA,2014,1.1666666667,1
18,JPN,0.3834824944,21,BRA,2006,1.1666666667,3
12,NPL,0.3892494721,14,BRA,2010,1.1666666667,4
12,BHR,0.5773502692,14,BRA,2011,1.1666666667,1
18,CUB,0.3834824944,21,BRA,1998,1.1666666667,3
12,NOR,0.3892494721,14,BRA,1999,1.1666666667,1
18,ECU,0.3834824944,21,BRA,2012,1.1666666667,4
6,JPN,0.4082482905,7,BRA,2002,1.1666666667,3
6,VAT,0.4082482905,7,BRA,1999,1.1666666667,1
30,CUB,0.4611330374,35,BRA,2008,1.1666666667,4
12,GBR,0.3892494721,14,BRA,1998,1.1666666667,3
6,CAN,0.4082482905,7,BRA,1999,1.1666666667,4
12,BGD,0.5773502692,14,BRA,2013,1.1666666667,2
24,HTI,0.5646597026,28,BRA,2004,1.1666666667,3
12,LBN,0.5773502692,14,BRA,2007,1.1666666667,3
24,ISR,0.3806934938,28,BRA,2008,1.1666666667,3
12,BGD,0.3892494721,14,BRA,2012,1.1666666667,2
12,DNK,0.3892494721,14,BRA,2013,1.1666666667,4
12,COL,0.3892494721,14,BRA,1996,1.1666666667,2
6,NMR,0.4082482905,7,BRA,2012,1.1666666667,3
18,NZL,0.3834824944,21,BRA,2011,1.1666666667,2
24,FRA,0.3806934938,28,BRA,2003,1.1666666667,3
48,MEX,0.5586203877,56,BRA,2013,1.1666666667,4
36,HTI,0.377964473,42,BRA,2006,1.1666666667,2
54,PRY,0.5407890811,63,BRA,2012,1.1666666667,2
6,VNM,0.4082482905,7,BRA,2003,1.1666666667,2
12,MEX,0.3892494721,14,BRA,2000,1.1666666667,4
6,VEN,0.4082482905,7,BRA,2001,1.1666666667,3
12,PER,0.3892494721,14,BRA,1996,1.1666666667,3
6,PLW,0.4082482905,7,BRA,2003,1.1666666667,4
12,NAM,0.3892494721,14,BRA,2013,1.1666666667,2
12,JPN,0.3892494721,14,BRA,1994,1.1666666667,4
18,PSE,0.7071067812,21,BRA,2009,1.1666666667,3
469,CHL,0.405695874,547,BRA,1998,1.1663113006,1
176,USA,0.4422125598,205,BRA,2005,1.1647727273,4
85,IND,0.5741880152,99,BRA,2004,1.1647058824,1
189,PRY,0.7505860969,220,BRA,2007,1.164021164,1
49,PAK,0.5897364798,57,BRA,2010,1.1632653061,1
141,IRL,0.6050279034,164,BRA,2014,1.1631205674,1
43,PRY,0.5314057081,50,BRA,2008,1.1627906977,4
848,VEN,0.4877997402,986,BRA,2010,1.1627358491,1
31,NOR,0.3738782506,36,BRA,2013,1.1612903226,2
360,BOL,1.1179163312,418,BRA,2012,1.1611111111,1
379,PRT,0.4152581209,440,BRA,2003,1.1609498681,1
56,DZA,0.458328414,65,BRA,2006,1.1607142857,1
131,ESP,0.7727751578,152,BRA,2009,1.1603053435,4
25,SYC,0.5537749242,29,BRA,2011,1.16,1
50,CUB,0.5095015571,58,BRA,2009,1.16,3
25,VNM,0.3741657387,29,BRA,2011,1.16,2
25,CUB,0.5537749242,29,BRA,1999,1.16,2
50,ECU,0.3703280399,58,BRA,2008,1.16,3
25,COL,0.3741657387,29,BRA,1996,1.16,4
25,ESP,0.5537749242,29,BRA,1998,1.16,4
351,CHL,0.3667055146,407,BRA,2000,1.1595441595,1
201,GBR,0.5696730318,233,BRA,2008,1.1592039801,4
44,PSE,0.4282567051,51,BRA,2007,1.1590909091,2
82,PRT,0.6567693508,95,BRA,2009,1.1585365854,4
101,ESP,0.4844104307,117,BRA,2011,1.1584158416,2
1359,CUB,0.5501278598,1574,BRA,2008,1.1582045622,1
95,JOR,0.5891896612,110,BRA,2013,1.1578947368,1
19,GUY,0.6882472016,22,BRA,2013,1.1578947368,4
19,CUB,0.3746343246,22,BRA,1998,1.1578947368,2
19,MOZ,0.5014598571,22,BRA,2012,1.1578947368,2
19,PAN,0.3746343246,22,BRA,1996,1.1578947368,1
38,HTI,0.5939476631,44,BRA,2008,1.1578947368,2
228,VEN,0.4317559142,264,BRA,2000,1.1578947368,1
38,JPN,0.5465526255,44,BRA,2014,1.1578947368,4
51,AGO,0.5430487646,59,BRA,2013,1.1568627451,2
51,JPN,0.5048781643,59,BRA,2007,1.1568627451,2
51,CHE,0.3672900227,59,BRA,2004,1.1568627451,1
51,PRY,0.4635751943,59,BRA,1999,1.1568627451,4
83,EUR,0.5056251313,96,BRA,2009,1.156626506,2
32,THA,0.4478893152,37,BRA,1993,1.15625,1
64,PRK,0.3659625274,74,BRA,2009,1.15625,1
384,PRY,0.3912389105,444,BRA,1999,1.15625,1
141,UKR,0.5514097251,163,BRA,2012,1.1560283688,1
154,VEN,0.3638909218,178,BRA,2001,1.1558441558,1
45,URY,0.4240259188,52,BRA,2009,1.1555555556,3
90,STP,0.3644639318,104,BRA,2003,1.1555555556,1
103,LBN,0.3639996109,119,BRA,2006,1.1553398058,4
213,ARE,0.5489583788,246,BRA,2012,1.1549295775,1
91,AUS,0.6311026844,105,BRA,2013,1.1538461538,4
13,GRC,0.3755338081,15,BRA,2013,1.1538461538,2
156,RUS,0.4421916991,180,BRA,2012,1.1538461538,2
52,CHE,0.5381382352,60,BRA,2005,1.1538461538,1
13,KOR,0.3755338081,15,BRA,1999,1.1538461538,1
26,GMB,0.3679464844,30,BRA,2009,1.1538461538,1
13,PRY,0.3755338081,15,BRA,1994,1.1538461538,2
52,PRT,0.5003769318,60,BRA,2011,1.1538461538,3
26,KHM,0.5434929764,30,BRA,2009,1.1538461538,1
13,LUX,0.3755338081,15,BRA,2009,1.1538461538,1
26,SDN,0.3679464844,30,BRA,2008,1.1538461538,1
26,MAR,0.3679464844,30,BRA,2007,1.1538461538,1
13,PER,0.3755338081,15,BRA,2005,1.1538461538,2
13,SWE,0.3755338081,15,BRA,2003,1.1538461538,1
13,TUN,0.3755338081,15,BRA,2011,1.1538461538,1
26,ECU,0.3679464844,30,BRA,2011,1.1538461538,3
13,ISR,0.5547001962,15,BRA,2004,1.1538461538,2
13,EGY,0.3755338081,15,BRA,2007,1.1538461538,1
13,ITA,0.3755338081,15,BRA,2001,1.1538461538,4
52,VEN,0.3643213075,60,BRA,2011,1.1538461538,4
52,MEX,0.606649926,60,BRA,2008,1.1538461538,3
13,NGA,0.3755338081,15,BRA,2003,1.1538461538,2
85,RUS,0.6456057022,98,BRA,2010,1.1529411765,2
72,VNM,0.5216367044,83,BRA,2009,1.1527777778,2
125,UKR,0.3604656487,144,BRA,2002,1.152,1
86,AFR,0.5205752895,99,BRA,2009,1.1511627907,2
106,BOL,0.3596943896,122,BRA,2014,1.1509433962,2
73,LBN,0.4907826198,84,BRA,2009,1.1506849315,1
146,HTI,0.3776965714,168,BRA,2004,1.1506849315,2
697,ECU,0.6771965214,802,BRA,2008,1.1506456241,1
93,DOM,0.7510317043,107,BRA,2011,1.1505376344,1
20,CHL,0.3663475485,23,BRA,2010,1.15,3
20,PRT,0.3663475485,23,BRA,2006,1.15,3
20,VAT,0.3663475485,23,BRA,2005,1.15,1
227,ECU,0.4929031255,261,BRA,2005,1.1497797357,1
134,BOL,0.4159862398,154,BRA,2006,1.1492537313,3
885,CHN,0.6313024893,1017,BRA,2008,1.1491525424,1
215,QAT,0.5349347471,247,BRA,2010,1.1488372093,1
121,ECU,0.4012720819,139,BRA,2000,1.1487603306,1
74,ARG,0.3581700993,85,BRA,2007,1.1486486486,2
27,CHL,0.3620139929,31,BRA,1998,1.1481481481,3
27,MEX,0.5337605127,31,BRA,2002,1.1481481481,2
88,BEL,0.5369084069,101,BRA,2013,1.1477272727,1
61,ITA,0.3575875452,70,BRA,1995,1.1475409836,1
319,JPN,0.4826396077,366,BRA,2007,1.1473354232,1
327,UKR,0.7572839108,375,BRA,2009,1.1467889908,1
41,BOL,0.3578390427,47,BRA,1994,1.1463414634,4
96,ECU,0.35479176,110,BRA,1996,1.1458333333,1
103,UKR,0.5315122154,118,BRA,2014,1.145631068,1
62,JPN,0.473797847,71,BRA,2009,1.1451612903,4
62,GUY,0.3551390489,71,BRA,2003,1.1451612903,1
138,FRA,0.3533101993,158,BRA,1999,1.1449275362,1
76,ECU,0.4228142971,87,BRA,2006,1.1447368421,1
187,ARG,0.3524232875,214,BRA,1999,1.1443850267,3
97,AUS,0.6920635014,111,BRA,2011,1.1443298969,2
524,GBR,0.4013963848,599,BRA,2005,1.143129771,1
14,GNQ,0.3631365196,16,BRA,2013,1.1428571429,1
35,NZL,0.3550358012,40,BRA,2011,1.1428571429,3
14,CHE,0.3631365196,16,BRA,2003,1.1428571429,3
7,TMP,0.377964473,8,BRA,2000,1.1428571429,4
14,TWN,0.3631365196,16,BRA,2014,1.1428571429,2
42,KEN,0.3541688017,48,BRA,2009,1.1428571429,1
7,SWE,0.377964473,8,BRA,2009,1.1428571429,4
21,NLD,0.3585685828,24,BRA,2011,1.1428571429,3
7,LBR,0.377964473,8,BRA,2012,1.1428571429,4
14,CAN,0.3631365196,16,BRA,1997,1.1428571429,3
