ECount,Target,StdDevSources,NSources,Source,Year,AvgSources,QuadClass
21,SAU,0.40237390808147827,25,CHN,2003,1.1904761904761905,4
21,VAT,0.511766315719159,25,CHN,2006,1.1904761904761905,2
42,THA,0.39743661793163754,50,CHN,1996,1.1904761904761905,2
21,SAS,0.5117663157191591,25,CHN,2014,1.1904761904761905,4
21,LKA,0.40237390808147827,25,CHN,1995,1.1904761904761905,1
21,UGA,0.4023739080814782,25,CHN,2013,1.1904761904761905,4
21,EUR,0.511766315719159,25,CHN,2001,1.1904761904761905,4
21,IRN,0.40237390808147827,25,CHN,2000,1.1904761904761905,3
21,MLI,0.40237390808147827,25,CHN,2000,1.1904761904761905,1
21,SWE,0.40237390808147827,25,CHN,2007,1.1904761904761905,4
363,NZL,0.39290776587898363,432,CHN,2003,1.1900826446280992,1
221,NIC,0.5955062763867065,263,CHN,2014,1.1900452488687783,1
100,CAN,0.7204796382208931,119,CHN,2006,1.19,2
100,NRU,0.4425591326123391,119,CHN,2002,1.19,1
279,PSE,0.6259723361436859,332,CHN,2007,1.189964157706093,1
7674,RUS,0.46171711976682,9130,CHN,1999,1.1897315611154549,1
116,SEA,0.6967476382194042,138,CHN,2008,1.1896551724137931,2
58,GRC,0.3954520642861982,69,CHN,2004,1.1896551724137931,1
58,COD,0.4375729132915576,69,CHN,2006,1.1896551724137931,1
153,HUN,0.39322609652195795,182,CHN,2000,1.1895424836601307,1
132,LBN,0.8921419097534657,157,CHN,2013,1.1893939393939394,1
74,NAM,0.3943323011333738,88,CHN,2012,1.1891891891891893,2
37,HKG,0.6163439623131551,44,CHN,2006,1.1891891891891893,3
37,EGY,0.5184291357251912,44,CHN,2010,1.1891891891891893,4
212,CMR,0.5611972230589669,252,CHN,2010,1.1886792452830188,1
53,SLE,0.39499774943783916,63,CHN,1996,1.1886792452830188,1
345,JPN,0.44706284087052695,410,CHN,2000,1.1884057971014492,4
69,EUR,0.49334877052412335,82,CHN,2004,1.1884057971014492,4
388,BGD,0.3913319992500198,461,CHN,1996,1.1881443298969072,1
1244,MNG,0.40510015132836064,1478,CHN,1999,1.1881028938906752,1
181,CAS,0.45712422131619207,215,CHN,2006,1.1878453038674033,1
964,SEA,0.566470151160445,1145,CHN,2006,1.187759336099585,1
3702,GBR,0.45271501679571735,4397,CHN,1998,1.1877363587250136,1
32,PGS,0.5350610456580119,38,CHN,2014,1.1875,1
16,BMU,0.4031128874149275,19,CHN,2008,1.1875,1
48,CHL,0.3944427796055832,57,CHN,2002,1.1875,1
32,MDV,0.5922891621605981,38,CHN,2007,1.1875,2
64,MEX,0.753299619978875,76,CHN,2012,1.1875,4
32,COD,0.39655776945626603,38,CHN,2001,1.1875,1
32,MNG,0.39655776945626603,38,CHN,2006,1.1875,2
16,MEX,0.40311288741492746,19,CHN,2004,1.1875,3
16,HRV,0.40311288741492746,19,CHN,1998,1.1875,2
32,RWA,0.5350610456580119,38,CHN,2014,1.1875,2
16,ITA,0.5439056290693574,19,CHN,1998,1.1875,3
128,EUR,0.411450286890989,152,CHN,1999,1.1875,3
80,IDN,0.6768084073452136,95,CHN,2007,1.1875,3
16,AFR,0.40311288741492746,19,CHN,1998,1.1875,4
16,BTN,0.4031128874149275,19,CHN,2009,1.1875,4
16,ISR,0.4031128874149275,19,CHN,1996,1.1875,2
32,BDI,0.3965577694562661,38,CHN,2007,1.1875,1
16,TON,0.4031128874149275,19,CHN,2006,1.1875,4
304,KOR,0.6405250012511008,361,CHN,2008,1.1875,3
32,NPL,0.5922891621605982,38,CHN,2006,1.1875,4
567,PRK,0.5418581782766514,673,CHN,2007,1.1869488536155204,2
1639,USA,0.4934677340862623,1945,CHN,2000,1.186699206833435,3
150,BGD,0.6063054213695462,178,CHN,2011,1.1866666666666668,2
413,CAN,0.4532623594526979,490,CHN,2007,1.1864406779661016,4
236,ZAF,0.39028963696367924,280,CHN,1996,1.1864406779661016,1
499,UKR,0.6105947700657154,592,CHN,2009,1.186372745490982,1
2255,PAK,0.5911855638128951,2675,CHN,2007,1.1862527716186253,1
145,TZA,0.5890930752784284,172,CHN,2008,1.186206896551724,1
86,IDN,0.47307822775511804,102,CHN,1998,1.186046511627907,2
43,CAS,0.3937496154790789,51,CHN,2001,1.186046511627907,1
86,SGP,0.8045697119209928,102,CHN,2010,1.186046511627907,4
753,SGP,0.42522019254067706,893,CHN,1999,1.1859229747675963,1
1001,KGZ,0.7151493280697127,1187,CHN,2014,1.1858141858141857,1
689,KGZ,0.3929254648147087,817,CHN,2003,1.1857764876632801,1
70,PRT,0.6872093776851914,83,CHN,2012,1.1857142857142857,2
70,AFG,0.3916837360273247,83,CHN,2003,1.1857142857142857,2
232,DEU,0.5305807176059155,275,CHN,2007,1.1853448275862069,2
664,SAU,0.41505485189808033,787,CHN,1999,1.1852409638554218,1
81,TUN,0.5270462766947299,96,CHN,2013,1.1851851851851851,1
27,UGA,0.6814598039411162,32,CHN,2008,1.1851851851851851,4
27,WST,0.3958473906635696,32,CHN,2001,1.1851851851851851,1
27,NPL,0.3958473906635696,32,CHN,1996,1.1851851851851851,2
27,EST,0.6224663745652351,32,CHN,2011,1.1851851851851851,4
27,ASA,0.3958473906635696,32,CHN,2006,1.1851851851851851,1
54,OMN,0.6165660861937711,64,CHN,2009,1.1851851851851851,1
81,CAS,0.3908679799852857,96,CHN,2004,1.1851851851851851,1
341,NGA,0.6538589158227726,404,CHN,2013,1.18475073313783,2
222,RWA,0.4533830995615074,263,CHN,2011,1.1846846846846846,1
287,AUS,0.5708922704456332,340,CHN,2006,1.1846689895470384,2
260,PRK,0.5665667842345871,308,CHN,2008,1.1846153846153846,4
103,HRV,0.7507848548977288,122,CHN,2010,1.1844660194174756,1
3679,GBR,0.5325337049384632,4357,CHN,2006,1.1842892090241914,1
38,OMN,0.3928594520631917,45,CHN,2001,1.1842105263157894,1
125,GBR,0.46461916420003113,148,CHN,1998,1.184,4
174,EUR,0.5382209107058321,206,CHN,2006,1.1839080459770115,3
49,KAZ,0.8081220356417688,58,CHN,2008,1.183673469387755,2
120,NAM,0.4296438496417865,142,CHN,2003,1.1833333333333333,1
60,MDV,0.6241378234003048,71,CHN,2013,1.1833333333333333,4
71,BRA,0.6826389791501295,84,CHN,2013,1.1830985915492958,4
1732,CAN,0.5783404947216674,2049,CHN,2007,1.1830254041570438,1
82,CMR,0.4195249747708579,97,CHN,2003,1.1829268292682926,1
290,MLT,0.4897347389605966,343,CHN,2009,1.1827586206896552,1
428,PHL,0.7303796560613013,506,CHN,2009,1.1822429906542056,2
236,PSE,0.3976807991731727,279,CHN,2003,1.1822033898305084,1
895,TKM,0.6250851990970941,1058,CHN,2014,1.182122905027933,1
99,FRA,0.459894317133137,117,CHN,1999,1.1818181818181819,2
11,DNK,0.4045199174779452,13,CHN,2008,1.1818181818181819,3
22,DOM,0.3947710169758614,26,CHN,2012,1.1818181818181819,1
11,BHR,0.4045199174779453,13,CHN,2011,1.1818181818181819,2
22,MAC,0.39477101697586137,26,CHN,1997,1.1818181818181819,2
11,SVK,0.4045199174779453,13,CHN,2003,1.1818181818181819,2
11,SYR,0.4045199174779453,13,CHN,2003,1.1818181818181819,4
451,LBR,0.5438359824042316,533,CHN,2007,1.1818181818181819,1
11,WST,0.6030226891555273,13,CHN,2003,1.1818181818181819,4
11,COK,0.4045199174779453,13,CHN,2000,1.1818181818181819,1
11,CZE,0.6030226891555273,13,CHN,2012,1.1818181818181819,4
11,KAZ,0.4045199174779453,13,CHN,1996,1.1818181818181819,3
11,BTN,0.40451991747794525,13,CHN,2011,1.1818181818181819,2
11,CZE,0.4045199174779453,13,CHN,2004,1.1818181818181819,3
33,BEN,0.5838742081211422,39,CHN,2006,1.1818181818181819,2
506,TJK,0.39620158703588887,598,CHN,2001,1.1818181818181819,1
11,MUS,0.40451991747794525,13,CHN,1999,1.1818181818181819,2
11,COL,0.4045199174779453,13,CHN,1999,1.1818181818181819,4
11,CAF,0.4045199174779453,13,CHN,2014,1.1818181818181819,3
99,TMP,0.3876574430285532,117,CHN,2006,1.1818181818181819,1
187,UKR,0.6038326595530527,221,CHN,2007,1.1818181818181819,1
44,KHM,0.3901536532574131,52,CHN,2001,1.1818181818181819,3
22,LAO,0.3947710169758615,26,CHN,1999,1.1818181818181819,2
11,BRN,0.4045199174779453,13,CHN,1997,1.1818181818181819,4
11,NMR,0.4045199174779453,13,CHN,1998,1.1818181818181819,1
11,BOL,0.6030226891555273,13,CHN,2009,1.1818181818181819,2
11,SEN,0.40451991747794525,13,CHN,2006,1.1818181818181819,4
11,SEN,0.4045199174779453,13,CHN,2006,1.1818181818181819,3
33,BMU,0.7269175268963398,39,CHN,2009,1.1818181818181819,2
11,UZB,0.4045199174779453,13,CHN,2001,1.1818181818181819,4
33,HTI,0.5838742081211423,39,CHN,2007,1.1818181818181819,1
11,NIC,0.6030226891555273,13,CHN,2014,1.1818181818181819,3
418,CHE,0.5046113925689306,494,CHN,2006,1.1818181818181819,1
22,ESP,0.5010810823432184,26,CHN,2006,1.1818181818181819,2
11,IND,0.4045199174779453,13,CHN,2004,1.1818181818181819,4
11,BTN,0.40451991747794525,13,CHN,2008,1.1818181818181819,2
11,NPL,0.40451991747794525,13,CHN,1998,1.1818181818181819,3
11,SLE,0.4045199174779453,13,CHN,2010,1.1818181818181819,3
33,ASA,0.3916747259003201,39,CHN,2001,1.1818181818181819,1
22,CRI,0.3947710169758614,26,CHN,1999,1.1818181818181819,1
11,GNQ,0.4045199174779453,13,CHN,2006,1.1818181818181819,2
22,OMN,0.3947710169758614,26,CHN,1998,1.1818181818181819,1
11,LTU,0.40451991747794525,13,CHN,2000,1.1818181818181819,2
1075,JPN,0.5192996886625423,1270,CHN,2007,1.1813953488372093,2
739,ESP,0.4907025829770178,873,CHN,2007,1.1813261163734776,1
1887,AUS,0.39348882592102186,2229,CHN,1999,1.1812400635930047,1
298,AFG,0.38583838969861817,352,CHN,2003,1.1812080536912752,1
6381,KOR,0.42170273069502695,7537,CHN,2003,1.181162827143081,1
398,UGA,0.4993065074102427,470,CHN,2006,1.1809045226130652,1
94,PRY,0.4390303577189807,111,CHN,2008,1.1808510638297873,1
83,EST,0.47226951568484227,98,CHN,2006,1.180722891566265,1
83,IRQ,0.44569973249123274,98,CHN,2000,1.180722891566265,3
310,UZB,0.8473905710065932,366,CHN,2008,1.1806451612903226,1
72,CAN,0.38734883971773165,85,CHN,2001,1.1805555555555556,3
266,LAO,0.38528766936995856,314,CHN,1999,1.1804511278195489,1
61,LBY,0.46576806536127235,72,CHN,1998,1.180327868852459,1
50,COG,0.38808793449160356,59,CHN,1996,1.18,1
50,KAZ,0.38808793449160356,59,CHN,1995,1.18,4
200,SAU,0.5560087487110397,236,CHN,2010,1.18,2
13148,JPN,0.5173078887881591,15514,CHN,2006,1.1799513233951933,1
189,PAN,0.3851194749933294,223,CHN,1997,1.17989417989418,1
39,KAZ,0.38877641198447166,46,CHN,2001,1.1794871794871795,2
39,BRN,0.3887764119844716,46,CHN,1999,1.1794871794871795,4
39,COK,0.45141851696943947,46,CHN,2007,1.1794871794871795,1
39,IRQ,0.38877641198447166,46,CHN,2002,1.1794871794871795,4
39,LBR,0.5063696835418333,46,CHN,2009,1.1794871794871795,2
39,ISL,0.3887764119844716,46,CHN,2003,1.1794871794871795,1
39,SWE,0.6013928951234737,46,CHN,2012,1.1794871794871795,4
39,MKD,0.45141851696943935,46,CHN,1999,1.1794871794871795,2
156,PRK,0.4612350808802101,184,CHN,2000,1.1794871794871795,4
39,GNB,0.3887764119844716,46,CHN,2012,1.1794871794871795,1
1198,VNM,0.4112198960669666,1413,CHN,2003,1.179465776293823,1
106,AGO,0.4740337502816752,125,CHN,2009,1.179245283018868,2
391,MYS,0.6232010637612648,461,CHN,2013,1.1790281329923273,4
207,ALB,0.3840665991368956,244,CHN,2004,1.178743961352657,1
28,NZL,0.3900210277874798,33,CHN,2003,1.1785714285714286,3
28,MOZ,0.47559486560567094,33,CHN,2008,1.1785714285714286,2
56,AGO,0.3864591173082211,66,CHN,1997,1.1785714285714286,1
56,MCO,0.386459117308221,66,CHN,2008,1.1785714285714286,1
28,TUR,0.3900210277874798,33,CHN,2000,1.1785714285714286,2
28,BOL,0.3900210277874798,33,CHN,2010,1.1785714285714286,2
28,KIR,0.3900210277874798,33,CHN,2003,1.1785714285714286,3
28,ARE,0.5479640045336465,33,CHN,2012,1.1785714285714286,3
28,WST,0.9449111825230682,33,CHN,2012,1.1785714285714286,4
336,CAN,0.5967216763800637,396,CHN,2007,1.1785714285714286,2
606,PHL,0.7743325307500176,714,CHN,2009,1.1782178217821782,4
101,TMP,0.4774105068797795,119,CHN,2007,1.1782178217821782,1
174,NZL,0.6692114741071065,205,CHN,2008,1.1781609195402298,3
73,CYP,0.38522957633600546,86,CHN,2003,1.178082191780822,1
118,PAK,0.48271589089206096,139,CHN,2006,1.1779661016949152,3
343,IRL,0.6800232269393627,404,CHN,2009,1.1778425655976676,1
45,AFR,0.38664576746028084,53,CHN,1997,1.1777777777777778,3
45,SYC,0.3866457674602807,53,CHN,2000,1.1777777777777778,1
1238,EUR,0.4148659190397947,1458,CHN,1999,1.1777059773828755,1
242,NOR,0.5286776117315621,285,CHN,2008,1.177685950413223,1
107,DJI,0.38394880044260066,126,CHN,2001,1.1775700934579438,1
124,CHL,0.46061795002204076,146,CHN,1999,1.1774193548387097,1
254,AFG,0.39275835662665615,299,CHN,2004,1.1771653543307086,4
130,HRV,0.48966662627718865,153,CHN,2011,1.176923076923077,1
294,ECU,0.5186051161658853,346,CHN,2010,1.1768707482993197,1
702,GRC,0.8580381581724559,826,CHN,2012,1.1766381766381766,1
51,NPL,0.3850133687518487,60,CHN,2003,1.1764705882352942,2
51,LTU,0.38501336875184883,60,CHN,2001,1.1764705882352942,1
17,TGO,0.39295262399668784,20,CHN,2003,1.1764705882352942,1
17,DZA,0.3929526239966879,20,CHN,2012,1.1764705882352942,4
34,TCD,0.4586269518104188,40,CHN,2007,1.1764705882352942,2
51,LVA,0.38501336875184883,60,CHN,1999,1.1764705882352942,1
187,MEX,0.38224345243051083,220,CHN,1999,1.1764705882352942,1
34,MMR,0.3869529949759475,40,CHN,1999,1.1764705882352942,2
34,FIN,0.4586269518104188,40,CHN,2009,1.1764705882352942,3
17,BRA,0.3929526239966879,20,CHN,2003,1.1764705882352942,3
17,NMR,0.39295262399668784,20,CHN,2011,1.1764705882352942,3
17,MLT,0.3929526239966879,20,CHN,2013,1.1764705882352942,3
34,AUS,0.3869529949759475,40,CHN,1998,1.1764705882352942,2
17,SLE,0.39295262399668784,20,CHN,2010,1.1764705882352942,2
17,TCD,0.3929526239966878,20,CHN,1999,1.1764705882352942,1
17,TTO,0.3929526239966879,20,CHN,2011,1.1764705882352942,4
17,UZB,0.3929526239966879,20,CHN,2003,1.1764705882352942,2
17,MNG,0.3929526239966879,20,CHN,2002,1.1764705882352942,2
136,TGO,0.38262936212236764,160,CHN,2008,1.1764705882352942,1
936,NLD,0.7655087864813653,1101,CHN,2012,1.1762820512820513,1
176,KEN,0.47533310261495404,207,CHN,2011,1.1761363636363635,2
176,KWT,0.4108511911856912,207,CHN,2003,1.1761363636363635,1
142,GBR,0.3822163023316184,167,CHN,1999,1.176056338028169,4
409,VNM,0.5176426188200033,481,CHN,2009,1.176039119804401,3
125,NLD,0.7937660336201292,147,CHN,2012,1.176,2
233,VEN,0.6358045667435118,274,CHN,2007,1.1759656652360515,1
216,SRB,0.448847696833377,254,CHN,2008,1.1759259259259258,1
199,ESP,0.3816777231793227,234,CHN,1997,1.1758793969849246,1
660,MYS,0.40409910519150183,776,CHN,2003,1.1757575757575758,1
74,NMR,0.8814388627212274,87,CHN,2008,1.1756756756756757,1
57,SRB,0.3837226964481299,67,CHN,2006,1.1754385964912282,1
40,LSO,0.38480764425479264,47,CHN,2003,1.175,1
40,IRQ,0.4464963318538847,47,CHN,1997,1.175,4
80,PAN,0.3823643964146892,94,CHN,2001,1.175,1
40,AFR,0.3848076442547927,47,CHN,1997,1.175,4
1203,EUR,0.4786121487414079,1413,CHN,2000,1.174563591022444,1
86,PAN,0.3816946875099576,101,CHN,2002,1.1744186046511629,1
86,NZL,0.7226073779782617,101,CHN,2009,1.1744186046511629,3
247,TUR,0.3799559775553264,290,CHN,2003,1.174089068825911,1
23,SAU,0.38755338788158994,27,CHN,1989,1.173913043478261,1
23,DOM,0.5762081310400607,27,CHN,2014,1.173913043478261,1
23,AFG,0.3875533878815898,27,CHN,2003,1.173913043478261,4
23,BLZ,0.3875533878815898,27,CHN,2011,1.173913043478261,4
46,BLZ,0.5697698492895358,54,CHN,2010,1.173913043478261,1
46,AFG,0.3832230465168327,54,CHN,2002,1.173913043478261,4
23,SGP,0.5762081310400607,27,CHN,1998,1.173913043478261,3
651,AFG,0.3949402304845696,764,CHN,2001,1.1735791090629801,1
340,EUR,0.621069979540453,399,CHN,2007,1.173529411764706,3
75,KHM,0.5782857549814059,88,CHN,2013,1.1733333333333333,3
225,FRA,0.42384296283276574,264,CHN,2003,1.1733333333333333,3
52,POL,0.4736654667156709,61,CHN,2009,1.1730769230769231,4
104,NAM,0.5108969400434695,122,CHN,2010,1.1730769230769231,2
104,ZMB,0.5108969400434694,122,CHN,2010,1.1730769230769231,2
318,CRI,0.4614044578950776,373,CHN,2009,1.1729559748427674,1
81,BEL,0.46877829132731086,95,CHN,1999,1.1728395061728396,1
735,KAZ,0.3783223081166365,862,CHN,2004,1.1727891156462584,1
191,ITA,0.7082165492476663,224,CHN,2009,1.1727748691099475,4
110,WST,0.53943720092777,129,CHN,2010,1.1727272727272726,1
556,FJI,0.6287761033668053,652,CHN,2013,1.1726618705035972,1
29,NAM,0.3844258722192448,34,CHN,2014,1.1724137931034482,4
58,BRN,0.3810387941055742,68,CHN,1999,1.1724137931034482,3
151,KOR,0.4436453449017358,177,CHN,1999,1.1721854304635762,4
64,EUR,0.38025419651629616,75,CHN,1996,1.171875,3
384,CHE,0.3777639654295041,450,CHN,1997,1.171875,1
262,PAK,0.44321618176614125,307,CHN,1998,1.1717557251908397,3
501,PRK,0.4128862432925074,587,CHN,2003,1.1716566866267466,3
1551,DEU,0.4727274327136789,1817,CHN,1999,1.1715022566086395,1
70,KAZ,0.3796042398103419,82,CHN,2003,1.1714285714285715,2
35,SEA,0.45281565433046006,41,CHN,2000,1.1714285714285715,3
35,POL,0.568057281997381,41,CHN,2013,1.1714285714285715,2
35,AUT,0.45281565433046006,41,CHN,2014,1.1714285714285715,3
263,PRK,0.4757492292321936,308,CHN,2007,1.1711026615969582,3
386,MNG,0.37698401876884097,452,CHN,2001,1.1709844559585492,1
41,IDN,0.44172610429938614,48,CHN,2000,1.170731707317073,2
41,AFG,0.3809487514345101,48,CHN,2002,1.170731707317073,3
1576,BLR,0.4788117964748546,1845,CHN,2013,1.1706852791878173,1
47,QAT,0.48090263572877084,55,CHN,2011,1.1702127659574468,2
94,LKA,0.3778347443378207,110,CHN,1999,1.1702127659574468,1
47,NGA,0.5641133456939387,55,CHN,2008,1.1702127659574468,4
47,MAC,0.37988264413072154,55,CHN,1998,1.1702127659574468,2
1259,CAN,0.4140085742961576,1473,CHN,1999,1.1699761715647339,1
53,PGS,0.4267880511900569,62,CHN,2013,1.169811320754717,1
53,IRQ,0.5089902922077038,62,CHN,2011,1.169811320754717,3
59,TON,0.620137425617162,69,CHN,2012,1.1694915254237288,1
118,JOR,0.37678543046584007,138,CHN,2006,1.1694915254237288,1
59,BRN,0.5916820666797258,69,CHN,2010,1.1694915254237288,2
260,KOR,0.3858193215179209,304,CHN,2004,1.1692307692307693,4
130,PER,0.376406129386483,152,CHN,1996,1.1692307692307693,1
65,SOM,0.45308769740356175,76,CHN,2009,1.1692307692307693,3
65,COG,0.37787360524183417,76,CHN,2000,1.1692307692307693,1
154,CHE,0.5088137531179986,180,CHN,2011,1.1688311688311688,3
326,PSE,0.46976543703527196,381,CHN,1999,1.1687116564417177,1
380,AFR,0.5218726495539414,444,CHN,2008,1.168421052631579,2
196,AFG,0.41413411398266536,229,CHN,2001,1.1683673469387754,2
226,THA,0.7877129185715838,264,CHN,2012,1.168141592920354,3
577,ISR,0.4977261506180388,674,CHN,2008,1.168110918544194,1
250,ZAF,0.43420055329528046,292,CHN,2001,1.168,1
750,CUB,0.42428294964777413,876,CHN,1999,1.168,1
256,LBR,0.4922033046793316,299,CHN,2009,1.16796875,1
1799,GBR,0.4120696737967191,2101,CHN,2003,1.1678710394663703,1
751,EUR,0.4047389058279576,877,CHN,2003,1.1677762982689748,1
203,NMR,0.7046711848855318,237,CHN,2012,1.167487684729064,1
13482,USA,0.44440942809657297,15738,CHN,1998,1.1673342234089898,1
257,VNM,0.43213427216882416,300,CHN,2008,1.1673151750972763,2
1345,USA,0.43929105730983775,1570,CHN,1999,1.1672862453531598,4
556,NZL,0.4190169632643446,649,CHN,2006,1.1672661870503598,1
1962,FRA,0.42075558960266013,2290,CHN,1999,1.1671763506625892,1
683,JPN,0.534680244774817,797,CHN,2006,1.1669106881405564,4
12,UGA,0.3892494720807615,14,CHN,2010,1.1666666666666667,4
6,IRL,0.408248290463863,7,CHN,2001,1.1666666666666667,3
6,NAM,0.408248290463863,7,CHN,1999,1.1666666666666667,3
6,KWT,0.4082482904638631,7,CHN,1997,1.1666666666666667,3
60,PER,0.37582301400141443,70,CHN,2003,1.1666666666666667,1
18,NIC,0.38348249442368526,21,CHN,2003,1.1666666666666667,1
12,SLV,0.3892494720807615,14,CHN,2003,1.1666666666666667,1
6,SWE,0.408248290463863,7,CHN,1997,1.1666666666666667,2
24,SYC,0.56465970257328,28,CHN,2011,1.1666666666666667,2
36,BRB,0.3779644730092272,42,CHN,1998,1.1666666666666667,1
66,NPL,0.5706496522745157,77,CHN,2007,1.1666666666666667,4
18,UKR,0.3834824944236852,21,CHN,2008,1.1666666666666667,3
12,NPL,0.3892494720807615,14,CHN,2000,1.1666666666666667,4
12,SOM,0.3892494720807615,14,CHN,2014,1.1666666666666667,3
12,JOR,0.38924947208076144,14,CHN,2013,1.1666666666666667,4
12,CAN,0.38924947208076155,14,CHN,1998,1.1666666666666667,4
6,BOL,0.40824829046386296,7,CHN,2003,1.1666666666666667,1
6,DNK,0.408248290463863,7,CHN,2004,1.1666666666666667,3
390,FJI,1.210670920950288,455,CHN,2012,1.1666666666666667,1
12,VUT,0.3892494720807615,14,CHN,1996,1.1666666666666667,1
12,KEN,0.3892494720807615,14,CHN,2001,1.1666666666666667,2
6,HRV,0.408248290463863,7,CHN,2008,1.1666666666666667,4
12,AFG,0.38924947208076155,14,CHN,2005,1.1666666666666667,4
12,TCD,0.3892494720807615,14,CHN,2012,1.1666666666666667,2
12,BWA,0.3892494720807615,14,CHN,2013,1.1666666666666667,2
12,AUT,0.3892494720807615,14,CHN,1998,1.1666666666666667,3
12,VAT,0.38924947208076144,14,CHN,2004,1.1666666666666667,4
12,CHL,0.38924947208076144,14,CHN,2003,1.1666666666666667,2
54,KGZ,0.5046949386828398,63,CHN,2012,1.1666666666666667,2
60,IRQ,0.45720842951830937,70,CHN,1999,1.1666666666666667,3
12,MOZ,0.3892494720807615,14,CHN,2001,1.1666666666666667,2
6,SEN,0.4082482904638631,7,CHN,2005,1.1666666666666667,4
18,MMR,0.3834824944236852,21,CHN,1996,1.1666666666666667,3
30,YEM,0.3790490217894517,35,CHN,2001,1.1666666666666667,1
24,ROM,0.3806934938134405,28,CHN,1999,1.1666666666666667,1
6,WSM,0.408248290463863,7,CHN,2012,1.1666666666666667,2
24,VAT,0.38069349381344053,28,CHN,2005,1.1666666666666667,4
18,ZAF,0.38348249442368526,21,CHN,2006,1.1666666666666667,3
6,FSM,0.408248290463863,7,CHN,2013,1.1666666666666667,2
126,MDA,0.3741657386773941,147,CHN,2002,1.1666666666666667,1
6,MAC,0.408248290463863,7,CHN,2012,1.1666666666666667,2
12,BRN,0.3892494720807615,14,CHN,1998,1.1666666666666667,4
186,TON,0.40157348177047414,217,CHN,2008,1.1666666666666667,1
6,SYR,0.408248290463863,7,CHN,2009,1.1666666666666667,4
24,NLD,0.3806934938134405,28,CHN,2006,1.1666666666666667,4
12,WST,0.38924947208076155,14,CHN,2008,1.1666666666666667,4
12,DNK,0.3892494720807615,14,CHN,2003,1.1666666666666667,4
48,WST,0.4294149078927831,56,CHN,2002,1.1666666666666667,1
156,GRC,0.37387825055298296,182,CHN,2001,1.1666666666666667,1
36,FIN,0.50709255283711,42,CHN,2006,1.1666666666666667,4
24,AUT,0.3806934938134405,28,CHN,2010,1.1666666666666667,3
6,LAO,0.40824829046386296,7,CHN,2008,1.1666666666666667,4
24,GRD,0.38069349381344053,28,CHN,2007,1.1666666666666667,1
18,UGA,0.3834824944236852,21,CHN,2001,1.1666666666666667,2
102,GAB,0.4241084611260189,119,CHN,2014,1.1666666666666667,1
12,AFR,0.38924947208076155,14,CHN,2001,1.1666666666666667,4
24,BWA,0.3806934938134404,28,CHN,2014,1.1666666666666667,2
18,LTU,0.3834824944236852,21,CHN,2013,1.1666666666666667,2
6,CAS,0.408248290463863,7,CHN,2009,1.1666666666666667,4
6,CYM,0.40824829046386296,7,CHN,2014,1.1666666666666667,4
6,FIN,0.408248290463863,7,CHN,2004,1.1666666666666667,2
6,MNG,0.408248290463863,7,CHN,1999,1.1666666666666667,4
12,JOR,0.3892494720807615,14,CHN,2012,1.1666666666666667,4
6,BHS,0.408248290463863,7,CHN,2012,1.1666666666666667,3
24,KWT,0.3806934938134405,28,CHN,1994,1.1666666666666667,1
78,YEM,0.5445519227188501,91,CHN,2010,1.1666666666666667,4
6,DZA,0.408248290463863,7,CHN,2001,1.1666666666666667,2
24,MNG,0.38069349381344053,28,CHN,2006,1.1666666666666667,3
18,BGR,0.3834824944236852,21,CHN,2000,1.1666666666666667,2
12,MDV,0.3892494720807615,14,CHN,2006,1.1666666666666667,2
12,STP,0.38924947208076144,14,CHN,2003,1.1666666666666667,1
144,MAC,0.3739787960033829,168,CHN,1999,1.1666666666666667,2
36,MAC,0.4472135954999579,42,CHN,2008,1.1666666666666667,2
6,TJK,0.408248290463863,7,CHN,2000,1.1666666666666667,3
6,BGD,0.408248290463863,7,CHN,2004,1.1666666666666667,4
6,MDV,0.408248290463863,7,CHN,2001,1.1666666666666667,2
12,LBY,0.3892494720807615,14,CHN,1996,1.1666666666666667,3
30,KEN,0.59209349991676,35,CHN,2010,1.1666666666666667,4
12,BOL,0.5773502691896257,14,CHN,2009,1.1666666666666667,3
6,COD,0.408248290463863,7,CHN,2013,1.1666666666666667,3
18,ITA,0.3834824944236852,21,CHN,2001,1.1666666666666667,2
90,ESP,0.45592232730951643,105,CHN,2011,1.1666666666666667,3
6,MDA,0.408248290463863,7,CHN,2001,1.1666666666666667,4
6,NLD,0.408248290463863,7,CHN,1998,1.1666666666666667,4
6,QAT,0.40824829046386296,7,CHN,2001,1.1666666666666667,3
6,BOL,0.4082482904638631,7,CHN,2007,1.1666666666666667,2
12,KHM,0.3892494720807615,14,CHN,2003,1.1666666666666667,3
12,GTM,0.38924947208076155,14,CHN,2009,1.1666666666666667,4
66,KGZ,0.5139091010116129,77,CHN,2011,1.1666666666666667,4
18,PAN,0.38348249442368515,21,CHN,1999,1.1666666666666667,2
24,SYC,0.56465970257328,28,CHN,2009,1.1666666666666667,2
18,PRT,0.3834824944236852,21,CHN,2000,1.1666666666666667,4
6,HRV,0.408248290463863,7,CHN,2003,1.1666666666666667,3
54,GUY,0.3761773969316394,63,CHN,2007,1.1666666666666667,1
24,TJK,0.38069349381344053,28,CHN,2001,1.1666666666666667,2
24,GUY,0.5646597025732799,28,CHN,2014,1.1666666666666667,2
102,DEU,0.4000824997430656,119,CHN,1998,1.1666666666666667,3
