Actor1CountryCode,Actor2CountryCode,Year,ECount,AvgQuadClass
SOM,USA,2009,8026,1.9991278345377523
SVK,USA,2009,302,1.5165562913907285
SWE,USA,2009,2521,1.479174930583102
SYC,USA,2009,813,1.4797047970479704
SYR,USA,2009,5687,1.2933005099349393
TCD,USA,2009,570,1.8614035087719298
TGO,USA,2009,86,1.8837209302325582
THA,USA,2009,3933,1.6267480294940249
TJK,USA,2009,471,1.645435244161359
TKM,USA,2009,490,1.4408163265306122
TTO,USA,2009,1632,1.2383578431372548
TUN,USA,2009,347,1.69164265129683
TUR,USA,2009,10529,1.4274859910722766
TZA,USA,2009,823,1.9246658566221142
UGA,USA,2009,1155,1.5073593073593075
UKR,USA,2009,2682,1.3985831469052945
URY,USA,2009,575,1.4521739130434783
USA,AFG,2009,72460,2.03323212807066
USA,AGO,2009,896,1.3191964285714286
USA,ARE,2009,2928,1.3872950819672132
USA,ARG,2009,3710,1.516711590296496
USA,ARM,2009,3498,1.3261863922241282
USA,AUT,2009,1862,1.6337271750805586
USA,AZE,2009,1667,1.3719256148770247
USA,BEL,2009,2503,1.5593288054334797
USA,BGD,2009,2181,1.62585969738652
USA,BLR,2009,603,1.8043117744610282
USA,BLZ,2009,452,1.7101769911504425
USA,BMU,2009,1168,1.7345890410958904
USA,BOL,2009,1581,1.8153067678684376
USA,BRN,2009,139,1.4388489208633093
USA,CHE,2009,9885,1.6516944865958523
USA,CHL,2009,2024,1.4036561264822134
USA,CIV,2009,258,1.9728682170542635
USA,COL,2009,6270,1.7371610845295056
USA,CRI,2009,1465,1.3208191126279865
USA,CUB,2009,18489,1.7032830331548487
USA,DEU,2009,16889,1.5418911717686068
USA,DNK,2009,6779,1.362737866942027
USA,DOM,2009,1052,1.505703422053232
USA,EGY,2009,10788,1.403503893214683
USA,EST,2009,175,1.8971428571428572
USA,ETH,2009,1421,1.8149190710767065
USA,EUR,2009,16638,1.5332371679288377
USA,FSM,2009,430,1.3186046511627907
USA,GAB,2009,160,1.50625
USA,GHA,2009,2755,1.3056261343012705
USA,GRC,2009,2827,1.5397948355146798
USA,GRD,2009,1898,1.9272918861959958
USA,GUY,2009,793,1.605296343001261
USA,HND,2009,7660,1.627023498694517
USA,HTI,2009,2312,1.6444636678200693
USA,IDN,2009,4618,1.6113035946297098
USA,MEA,2009,181,1.270718232044199
USA,WST,2009,5801,1.743837269436304
USA,IRQ,2009,43713,1.981767437604374
USA,ISR,2009,42617,1.5665814111739447
USA,JAM,2009,1974,1.646403242147923
USA,JOR,2009,3639,1.7034899697719155
USA,KAZ,2009,901,1.5671476137624862
USA,KEN,2009,5349,1.6853617498597868
USA,KGZ,2009,1669,1.6141402037147994
USA,KHM,2009,1163,1.8555460017196905
USA,KOR,2009,14191,1.4626171517158764
USA,LAO,2009,488,1.8299180327868851
USA,LBN,2009,4686,1.5672215108834826
USA,LBR,2009,1319,1.6095526914329037
USA,LBY,2009,3936,1.872459349593496
USA,LKA,2009,3863,1.6854776080766243
USA,LTU,2009,275,1.3927272727272728
USA,LVA,2009,231,1.6017316017316017
USA,MAC,2009,21,1.6666666666666667
USA,MCO,2009,804,1.8793532338308458
USA,MDG,2009,421,1.9216152019002375
USA,MDV,2009,1673,1.8936043036461447
USA,MEX,2009,22060,1.6951949229374432
USA,MLT,2009,435,1.5195402298850575
USA,MMR,2009,8750,1.8075428571428571
USA,MNG,2009,194,1.3608247422680413
USA,MOZ,2009,151,1.403973509933775
USA,MYS,2009,2990,1.6822742474916388
USA,NAM,2009,209,1.492822966507177
USA,NGA,2009,4341,1.6908546417876065
USA,NLD,2009,4705,1.638894792773645
USA,NPL,2009,1633,1.5646050214329454
USA,NZL,2009,3031,1.557571758495546
USA,PAK,2009,45428,1.8811966188253941
USA,PAN,2009,982,1.5081466395112015
USA,PER,2009,1492,1.6132707774798927
USA,POL,2009,4316,1.636468952734013
USA,PRK,2009,24058,1.6650178734724417
USA,PRT,2009,894,1.5503355704697988
USA,PSE,2009,19015,1.6674730475940047
USA,QAT,2009,1641,1.4759293113954906
USA,RUS,2009,37912,1.4879457691496096
USA,RWA,2009,723,1.8354080221300137
USA,SAS,2009,577,1.4332755632582321
USA,SDN,2009,5285,1.7791863765373699
USA,SGP,2009,2913,1.3844833504977687
USA,SOM,2009,8039,2.0286105236969774
USA,SVK,2009,335,1.3761194029850747
USA,SYC,2009,640,1.640625
USA,SYR,2009,7871,1.593571337822386
USA,TCD,2009,606,1.9735973597359735
USA,TJK,2009,604,1.6821192052980132
USA,TKM,2009,575,1.586086956521739
USA,TTO,2009,1791,1.1848129536571748
USA,TUN,2009,264,1.6628787878787878
USA,TZA,2009,821,2.0876979293544458
USA,UKR,2009,2821,1.5221552640907479
USA,UZB,2009,949,1.9336143308746048
USA,VAT,2009,821,1.5456760048721072
USA,VEN,2009,5988,1.6391115564462257
USA,VNM,2009,4508,1.7480035492457853
USA,YEM,2009,3873,1.8789052414149239
USA,ZAF,2009,1848,1.7575757575757576
USA,ZMB,2009,483,1.7142857142857142
USA,ZWE,2009,2955,1.7729272419627748
USA,BWA,2009,189,1.3968253968253967
USA,OMN,2009,159,1.3584905660377358
USA,CAF,2009,58,2.0689655172413794
USA,UGA,2009,1086,1.70902394106814
USA,DZA,2009,849,2.0647820965842167
USA,TGO,2009,122,2.1557377049180326
UZB,USA,2009,738,1.5745257452574526
VAT,USA,2009,760,1.5
VCT,USA,2009,222,1.945945945945946
VEN,USA,2009,7828,1.660705160960654
VNM,USA,2009,3868,1.718200620475698
YEM,USA,2009,3396,1.8845700824499412
ZAF,USA,2009,1687,1.5589804386484885
ZMB,USA,2009,489,1.6175869120654396
ZWE,USA,2009,2507,1.6697247706422018
AFG,USA,2009,52165,2.041177034410045
ARG,USA,2009,3970,1.4654911838790932
AUS,USA,2009,16870,1.5606401896858328
BRA,USA,2009,9451,1.4206962226219448
RWA,USA,2009,795,1.5823899371069183
ALB,USA,2009,416,1.4350961538461537
ARE,USA,2009,3704,1.4767818574514038
ARM,USA,2009,2295,1.322875816993464
AZE,USA,2009,1651,1.3961235614778922
BEL,USA,2009,2864,1.4769553072625698
BGD,USA,2009,2198,1.6387625113739763
BGR,USA,2009,862,1.32830626450116
BHS,USA,2009,1848,1.5335497835497836
BMU,USA,2009,1302,1.6705069124423964
BOL,USA,2009,2294,1.8269398430688752
BWA,USA,2009,177,1.3163841807909604
CHE,USA,2009,11142,1.766379465087058
CHL,USA,2009,2369,1.3951034191642042
COG,USA,2009,420,1.7357142857142858
COL,USA,2009,6942,1.648228176318064
CRI,USA,2009,1189,1.3507148864592093
CUB,USA,2009,18969,1.5588591913121408
CYP,USA,2009,513,1.2962962962962963
CZE,USA,2009,4168,1.4568138195777351
HRV,USA,2009,485,1.4597938144329896
SEA,USA,2009,1297,1.5312259059367772
KNA,USA,2009,162,1.4012345679012346
LBY,USA,2009,2807,1.59743498396865
LVA,USA,2009,258,1.4728682170542635
MLI,USA,2009,186,1.3602150537634408
USA,MLI,2009,194,1.6494845360824741
USA,SLV,2009,1375,1.6894545454545455
MWI,USA,2009,246,1.4146341463414633
ASA,USA,2009,116,1.3448275862068966
USA,ASA,2009,91,1.0769230769230769
NIC,USA,2009,1323,1.5585789871504157
TON,USA,2009,228,1.6842105263157894
USA,ALB,2009,388,1.672680412371134
USA,COD,2009,637,1.8021978021978022
USA,COG,2009,397,1.8740554156171285
USA,CZE,2009,4226,1.335068622811169
USA,ECU,2009,1543,1.5884640311082308
USA,GTM,2009,1017,1.552605703048181
USA,SEA,2009,1528,1.587041884816754
USA,KNA,2009,139,1.1007194244604317
USA,MAR,2009,1192,1.3775167785234899
USA,MWI,2009,173,1.4046242774566473
USA,NER,2009,158,1.6772151898734178
USA,NIC,2009,1083,1.505078485687904
USA,SRB,2009,931,1.4575725026852846
USA,TON,2009,136,1.4338235294117647
USA,URY,2009,394,1.3147208121827412
USA,WSM,2009,680,1.6323529411764706
USA,HRV,2009,515,1.4252427184466019
AGO,USA,2009,882,1.3764172335600906
CIV,USA,2009,274,1.8357664233576643
AUT,USA,2009,2091,1.5016738402678145
BDI,USA,2009,137,1.5985401459854014
BHR,USA,2009,492,1.3739837398373984
BLR,USA,2009,565,1.7150442477876107
CAF,USA,2009,64,1.25
CPV,USA,2009,168,1.2261904761904763
GTM,USA,2009,1036,1.5202702702702702
KIR,USA,2009,37,1.1891891891891893
LUX,USA,2009,258,1.624031007751938
MKD,USA,2009,320,1.30625
MOZ,USA,2009,271,1.5055350553505535
OMN,USA,2009,193,1.305699481865285
PAN,USA,2009,1104,1.4547101449275361
PGS,USA,2009,149,1.4161073825503356
PLW,USA,2009,594,1.303030303030303
PNG,USA,2009,171,1.6257309941520468
SRB,USA,2009,785,1.5210191082802549
SLB,USA,2009,22,1.4090909090909092
SLE,USA,2009,391,1.3657289002557544
USA,CYM,2009,203,1.5763546798029557
USA,CYP,2009,431,1.3665893271461718
USA,GEO,2009,373,1.5737265415549597
USA,GNQ,2009,52,1.4807692307692308
USA,KIR,2009,41,1.4390243902439024
USA,MKD,2009,334,1.3323353293413174
USA,MUS,2009,121,1.3636363636363635
USA,SLB,2009,30,1.8666666666666667
USA,SLE,2009,460,1.4891304347826086
USA,VCT,2009,201,1.6019900497512438
USA,PLW,2009,618,1.4611650485436893
USA,PGS,2009,222,1.7882882882882882
SEN,USA,2009,277,1.5631768953068592
USA,BDI,2009,108,1.6296296296296295
AIA,USA,2009,41,1.4390243902439024
COD,USA,2009,409,1.5941320293398533
ERI,USA,2009,241,1.7717842323651452
FJI,USA,2009,407,1.3636363636363635
GEO,USA,2009,400,1.18
GIN,USA,2009,447,1.8948545861297539
MUS,USA,2009,125,1.272
USA,GIN,2009,456,1.962719298245614
USA,GMB,2009,113,1.6814159292035398
USA,PNG,2009,118,1.5593220338983051
USA,PRY,2009,368,1.2907608695652173
USA,AIA,2009,23,1.2173913043478262
WSM,USA,2009,681,1.3920704845814977
ATG,USA,2009,377,1.9814323607427056
BLZ,USA,2009,428,1.6542056074766356
NRU,USA,2012,67,1.462686567164179
SLB,USA,2012,120,1.9083333333333334
USA,ERI,2013,81,2.259259259259259
NAM,USA,2013,206,1.6990291262135921
SSD,USA,2013,1456,1.786401098901099
SYC,USA,2013,24,1.25
TJK,USA,2013,390,1.3512820512820514
USA,SSD,2013,2349,2.2137079608343977
USA,SYC,2013,40,1.7
ERI,USA,2013,157,1.6305732484076434
USA,SWZ,2013,99,1.2323232323232323
USA,COM,2013,22,2.1363636363636362
USA,SVK,2013,381,1.3753280839895012
USA,SSD,2012,4,1.5
BWA,USA,2013,190,1.2052631578947368
BWA,USA,1998,69,1.1159420289855073
CAN,USA,1998,1171,1.3877028181041844
CHE,USA,1998,784,1.6428571428571428
CHL,USA,1998,434,1.444700460829493
CHN,USA,1998,8244,1.3625667151868026
COG,USA,1998,71,1.3380281690140845
CUB,USA,1998,1633,1.674219228413962
CYP,USA,1998,755,1.2701986754966887
CZE,USA,1998,459,1.2418300653594772
DEU,USA,1998,2177,1.5475424896646761
EGY,USA,1998,2233,1.5450067174205104
EST,USA,1998,104,1.1153846153846154
ETH,USA,1998,321,1.3333333333333333
EUR,USA,1998,1969,1.5454545454545454
FRA,USA,1998,3314,1.4296922148461073
GBR,USA,1998,6043,1.475591593579348
GHA,USA,1998,229,1.1877729257641922
GRC,USA,1998,869,1.520138089758343
GUY,USA,1998,38,1.4473684210526316
HRV,USA,1998,712,1.3314606741573034
HUN,USA,1998,304,1.3289473684210527
WST,USA,1998,712,1.5393258426966292
IND,USA,1998,317,1.5110410094637223
IRN,USA,1998,3946,1.6827166751140394
IRQ,USA,1998,7414,1.9666846506609117
ISR,USA,1998,10765,1.4477473293079424
ITA,USA,1998,1740,1.4517241379310344
JOR,USA,1998,1709,1.3510825043885313
JPN,USA,1998,4205,1.4273483947681331
KHM,USA,1998,296,1.9054054054054055
KOR,USA,1998,2262,1.400972590627763
LBN,USA,1998,585,1.5401709401709403
LBR,USA,1998,430,1.7534883720930232
MEX,USA,1998,1119,2.124218051831993
NGA,USA,1998,742,1.389487870619946
PAK,USA,1998,2556,1.6028951486697967
PAN,USA,1998,337,1.5875370919881306
PHL,USA,1998,899,1.720800889877642
POL,USA,1998,494,1.4311740890688258
PSE,USA,1998,5196,1.4047344110854503
QAT,USA,1998,143,1.5524475524475525
RUS,USA,1998,8079,1.5165243223171185
RWA,USA,1998,198,1.3636363636363635
SEN,USA,1998,126,1.2936507936507937
SGP,USA,1998,181,1.3204419889502763
THA,USA,1998,801,1.4332084893882646
TUR,USA,1998,1607,1.343497199751089
UGA,USA,1998,723,1.4011065006915628
USA,AFG,1998,1196,2.5501672240802677
USA,AFR,1998,2123,1.574658502119642
USA,ALB,1998,2238,1.7828418230563003
USA,AUT,1998,234,1.606837606837607
USA,AZE,1998,475,1.2694736842105263
USA,BWA,1998,91,1.2527472527472527
USA,CAN,1998,1204,1.5606312292358804
USA,CHE,1998,894,1.7561521252796422
USA,CHL,1998,494,1.6356275303643724
USA,CHN,1998,8317,1.3231934591799928
USA,COD,1998,374,1.8128342245989304
USA,COG,1998,110,1.690909090909091
USA,CUB,1998,1684,1.7820665083135392
USA,DEU,1998,1914,1.4979101358411704
USA,EGY,1998,1488,1.407258064516129
USA,ETH,1998,336,1.2380952380952381
USA,EUR,1998,2170,1.5073732718894008
USA,FRA,1998,2926,1.3868762816131237
USA,GBR,1998,6131,1.5325395530908499
USA,GHA,1998,244,1.3032786885245902
USA,HRV,1998,809,1.3250927070457355
USA,HUN,1998,287,1.3135888501742161
USA,IRN,1998,4003,1.758930801898576
USA,ISR,1998,11547,1.4778730406166103
USA,ITA,1998,1575,1.386031746031746
USA,JOR,1998,1272,1.2924528301886793
USA,JPN,1998,4018,1.4245893479342957
USA,KOR,1998,2334,1.43573264781491
USA,LAO,1998,66,1.8636363636363635
USA,LBN,1998,615,1.5170731707317073
USA,LBR,1998,516,1.8875968992248062
USA,MEX,1998,936,1.9497863247863247
USA,MRT,1998,15,1.0
USA,NGA,1998,849,1.5288574793875147
USA,PAK,1998,2857,1.7311865593279665
USA,PGS,1998,188,2.143617021276596
USA,PHL,1998,802,1.600997506234414
USA,PSE,1998,5836,1.4465387251542152
USA,RUS,1998,7717,1.408578463133342
USA,SAS,1998,126,1.4047619047619047
USA,SEN,1998,113,1.407079646017699
USA,THA,1998,863,1.3557358053302433
USA,TUR,1998,1837,1.3783342406096897
USA,URY,1998,53,1.3773584905660377
USA,ZAF,1998,407,1.5921375921375922
USA,CYP,1998,900,1.3255555555555556
USA,AGO,1998,340,1.5147058823529411
USA,EST,1998,109,1.201834862385321
USA,GRC,1998,891,1.4062850729517395
USA,MMR,1998,215,2.0511627906976746
USA,QAT,1998,126,1.4603174603174602
USA,RWA,1998,354,1.6384180790960452
USA,ZWE,1998,128,1.4765625
USA,WST,1998,1063,1.572906867356538
USA,KHM,1998,420,1.869047619047619
VNM,USA,1998,638,1.6739811912225706
ZAF,USA,1998,543,1.6464088397790055
AFR,USA,1998,1820,1.4434065934065934
ARM,USA,1998,146,1.2123287671232876
USA,MDV,1998,29,1.5517241379310345
AGO,USA,1998,237,1.2995780590717299
ALB,USA,1998,1624,1.4556650246305418
AZE,USA,1998,404,1.2821782178217822
COL,USA,1998,733,1.6234652114597545
DOM,USA,1998,130,1.5769230769230769
GTM,USA,1998,158,1.7531645569620253
HTI,USA,1998,193,1.6476683937823835
LBY,USA,1998,741,1.8825910931174088
LTU,USA,1998,226,1.2079646017699115
LVA,USA,1998,207,1.2318840579710144
MKD,USA,1998,331,1.3141993957703928
PRK,USA,1998,2390,1.587029288702929
PRT,USA,1998,222,1.2297297297297298
SAU,USA,1998,927,1.866235167206041
SDN,USA,1998,813,2.142681426814268
STP,USA,1998,1,1.0
TMP,USA,1998,45,1.2222222222222223
TTO,USA,1998,40,1.725
USA,ARM,1998,158,1.2848101265822784
USA,COL,1998,757,1.8137384412153237
USA,ESP,1998,528,1.5359848484848484
USA,GTM,1998,231,1.658008658008658
USA,HTI,1998,220,1.7
USA,IDN,1998,1111,1.5364536453645365
USA,IRQ,1998,9876,2.1007492912110166
USA,KEN,1998,1095,2.162557077625571
USA,LBY,1998,785,2.389808917197452
USA,PRK,1998,2503,1.5141829804234919
USA,PRY,1998,201,2.154228855721393
USA,SAU,1998,806,1.9727047146401986
USA,SGP,1998,196,1.433673469387755
USA,STP,1998,3,1.0
USA,SYR,1998,439,1.5580865603644647
USA,UGA,1998,739,1.5899864682002707
USA,ZMB,1998,201,1.6417910447761195
USA,LTU,1998,248,1.3225806451612903
USA,LVA,1998,222,1.2702702702702702
USA,TTO,1998,41,1.5609756097560976
USA,PRT,1998,182,1.3131868131868132
USA,MKD,1998,395,1.3620253164556961
USA,TZA,1998,668,2.5464071856287425
USA,DOM,1998,158,1.6772151898734178
ZWE,USA,1998,134,1.3955223880597014
AUT,USA,1998,287,1.4982578397212543
BEL,USA,1998,294,1.5204081632653061
BGD,USA,1998,202,1.391089108910891
DNK,USA,1998,118,1.4067796610169492
ERI,USA,1998,236,1.4957627118644068
GEO,USA,1998,66,1.4696969696969697
IDN,USA,1998,760,1.5276315789473685
IRL,USA,1998,621,1.357487922705314
KEN,USA,1998,1111,2.17011701170117
MYS,USA,1998,567,1.6719576719576719
PRY,USA,1998,217,2.0599078341013826
SLV,USA,1998,126,1.9206349206349207
SOM,USA,1998,70,2.557142857142857
SVK,USA,1998,192,1.4583333333333333
SYR,USA,1998,519,1.6551059730250481
UKR,USA,1998,656,1.3018292682926829
USA,BEL,1998,249,1.4377510040160641
USA,CZE,1998,438,1.1940639269406392
USA,DNK,1998,90,1.4222222222222223
USA,ERI,1998,299,1.414715719063545
USA,IND,1998,335,1.671641791044776
USA,IRL,1998,707,1.2927864214992928
USA,MOZ,1998,131,1.4045801526717556
USA,SLV,1998,105,1.438095238095238
USA,SVK,1998,184,1.3641304347826086
USA,SWE,1998,159,1.3144654088050314
USA,UKR,1998,650,1.3215384615384616
USA,UZB,1998,99,1.0909090909090908
USA,YEM,1998,151,1.781456953642384
USA,MYS,1998,599,1.5175292153589315
USA,PAN,1998,316,1.5411392405063291
USA,BGD,1998,183,1.3387978142076502
USA,NLD,1998,373,1.7533512064343164
UZB,USA,1998,104,1.1057692307692308
VAT,USA,1998,102,1.1666666666666667
YEM,USA,1998,196,1.8877551020408163
MLI,USA,1998,17,1.2352941176470589
MWI,USA,1998,14,1.8571428571428572
USA,MLI,1998,17,1.2941176470588236
USA,MWI,1998,19,1.5789473684210527
AFG,USA,1998,664,1.8283132530120483
AUS,USA,1998,848,1.6308962264150944
BHR,USA,1998,199,1.4371859296482412
ECU,USA,1998,126,1.1746031746031746
KWT,USA,1998,616,1.6542207792207793
MOZ,USA,1998,147,1.3537414965986394
TKM,USA,1998,288,1.0729166666666667
USA,AUS,1998,596,1.645973154362416
USA,KWT,1998,546,1.4963369963369964
USA,TKM,1998,294,1.2074829931972788
USA,VAT,1998,89,1.2696629213483146
USA,BHR,1998,172,1.1686046511627908
ESP,USA,1998,600,1.4716666666666667
SRB,USA,1998,384,1.5963541666666667
USA,SRB,1998,452,1.8119469026548674
USA,VNM,1998,695,1.589928057553957
ARG,USA,1998,432,1.3449074074074074
BDI,USA,1998,30,1.2
BOL,USA,1998,50,1.54
BRA,USA,1998,496,1.3971774193548387
COD,USA,1998,269,1.620817843866171
CRI,USA,1998,120,1.45
MAR,USA,1998,161,1.453416149068323
SAS,USA,1998,70,1.0142857142857142
USA,ARG,1998,349,1.3524355300859598
USA,BDI,1998,44,1.7727272727272727
USA,BOL,1998,59,1.2542372881355932
USA,CRI,1998,68,1.1911764705882353
USA,MAR,1998,144,1.4027777777777777
USA,SLE,1998,161,1.7453416149068324
USA,NZL,1998,101,1.4554455445544554
NZL,USA,1998,145,1.4965517241379311
LKA,USA,1998,64,1.125
MMR,USA,1998,191,2.1256544502617802
NMR,USA,1998,74,1.6891891891891893
USA,BRA,1998,552,1.414855072463768
USA,GUY,1998,34,1.4411764705882353
USA,LUX,1998,32,1.25
USA,SDN,1998,1078,2.732838589981447
USA,WAF,1998,13,1.8461538461538463
BGR,USA,1998,333,1.1261261261261262
CIV,USA,1998,58,1.1206896551724137
HND,USA,1998,319,1.6112852664576802
KAZ,USA,1998,122,1.319672131147541
MCO,USA,1998,86,1.4883720930232558
TGO,USA,1998,19,2.1052631578947367
USA,BGR,1998,409,1.2444987775061125
USA,CIV,1998,65,1.0307692307692307
USA,MCO,1998,58,1.0862068965517242
USA,NMR,1998,41,1.1951219512195121
USA,TGO,1998,8,1.5
ARE,USA,1998,136,1.4264705882352942
KGZ,USA,1998,30,1.0666666666666667
MNG,USA,1998,41,1.2439024390243902
NOR,USA,1998,299,1.3311036789297659
USA,ARE,1998,120,1.225
USA,MNG,1998,59,1.3220338983050848
USA,SOM,1998,71,2.028169014084507
ATG,USA,1998,7,2.857142857142857
BLR,USA,1998,163,1.5889570552147239
MAC,USA,1998,14,1.2857142857142858
USA,ATG,1998,4,2.0
USA,HND,1998,326,1.665644171779141
USA,KGZ,1998,31,1.2258064516129032
USA,MAC,1998,12,1.1666666666666667
USA,KAZ,1998,118,1.2796610169491525
GIN,USA,1998,29,1.4482758620689655
NPL,USA,1998,23,1.2608695652173914
USA,BFA,1998,26,1.1538461538461537
USA,GIN,1998,35,1.5142857142857142
DZA,USA,1998,257,1.5447470817120623
USA,DZA,1998,268,1.4962686567164178
USA,GEO,1998,57,1.3508771929824561
USA,LKA,1998,69,1.3623188405797102
USA,CAS,1998,9,1.0
CAF,USA,1998,15,1.6
PER,USA,1998,221,1.755656108597285
SWE,USA,1998,208,1.4951923076923077
USA,BLR,1998,244,1.6844262295081966
USA,POL,1998,455,1.3934065934065933
MEA,USA,1998,151,1.728476821192053
NAM,USA,1998,76,1.644736842105263
NIC,USA,1998,184,1.3641304347826086
ROM,USA,1998,17,1.1176470588235294
USA,MEA,1998,44,1.1818181818181819
USA,NOR,1998,284,1.221830985915493
USA,SUR,1998,4,2.5
USA,TJK,1998,54,1.3333333333333333
USA,VEN,1998,125,1.504
VEN,USA,1998,204,1.6372549019607843
BMU,USA,1998,40,1.475
DJI,USA,1998,14,1.5714285714285714
NLD,USA,1998,275,1.5854545454545454
USA,DJI,1998,11,1.3636363636363635
USA,PER,1998,220,1.3772727272727272
GRD,USA,1998,103,1.8155339805825244
KNA,USA,1998,6,2.0
TZA,USA,1998,560,2.680357142857143
USA,GRD,1998,80,1.4375
USA,ECU,1998,144,1.2847222222222223
BRN,USA,1998,25,1.6
URY,USA,1998,52,1.1730769230769231
USA,BRN,1998,27,1.7037037037037037
USA,CAF,1998,15,1.8
SEA,USA,1998,146,1.3630136986301369
USA,WSM,1998,26,2.1153846153846154
MHL,USA,1998,44,1.7954545454545454
NER,USA,1998,9,1.2222222222222223
USA,NER,1998,13,1.6153846153846154
USA,ROM,1998,15,1.0
USA,MHL,1998,48,1.9166666666666667
LAO,USA,1998,56,1.6607142857142858
USA,BEN,1998,3,1.3333333333333333
USA,MDG,1998,6,2.0
USA,BHS,1998,45,1.3777777777777778
ZMB,USA,1998,187,1.5775401069518717
USA,NPL,1998,24,1.4166666666666667
MDA,USA,1998,53,1.2075471698113207
USA,NIC,1998,213,1.4131455399061033
USA,JAM,1998,13,2.0
MDV,USA,1998,17,2.0
LAM,USA,1998,4,1.0
TJK,USA,1998,69,1.3768115942028984
USA,LIE,1998,1,1.0
USA,PNG,1998,51,1.1568627450980393
USA,NAM,1998,87,1.4942528735632183
WSM,USA,1998,11,1.2727272727272727
TCD,USA,1998,13,1.1538461538461537
USA,SEA,1998,178,1.348314606741573
USA,TCD,1998,5,1.4
CMR,USA,1998,12,1.1666666666666667
LCA,USA,2009,207,1.463768115942029
MDG,USA,2009,473,1.959830866807611
STP,USA,2009,13,1.5384615384615385
USA,MHL,2009,128,1.7734375
USA,FJI,2009,384,1.5963541666666667
DJI,USA,2009,130,1.523076923076923
BDI,USA,2014,187,1.2085561497326203
ERI,USA,2014,159,1.779874213836478
GNB,USA,2014,81,1.5185185185185186
USA,BWA,2014,265,1.460377358490566
USA,ERI,2014,140,1.792857142857143
USA,SAM,2014,10,1.4
USA,SAF,2014,22,1.2272727272727273
USA,SMR,2014,32,1.65625
CRB,USA,2014,25,1.04
AUS,USA,2003,2068,1.577852998065764
NMR,USA,2003,126,1.6587301587301588
USA,AUS,2003,1532,1.529373368146214
BEN,USA,2013,113,1.4778761061946903
GAB,USA,2013,157,1.4904458598726114
LIE,USA,2013,123,1.5203252032520325
TKM,USA,2013,293,1.1433447098976108
USA,GNQ,2013,120,1.225
USA,PLW,2013,166,1.5662650602409638
TON,USA,2013,44,1.5909090909090908
USA,TON,2013,53,1.2830188679245282
USA,HKG,2011,95,1.736842105263158
USA,MAC,2011,7,3.2857142857142856
USA,VUT,2011,58,1.2586206896551724
LIE,USA,2011,82,1.7560975609756098
USA,LIE,2011,47,1.3829787234042554
USA,SMR,2011,38,2.210526315789474
CUB,USA,2003,2481,1.883111648528819
CYP,USA,2003,279,1.4982078853046594
CZE,USA,2003,579,1.374784110535406
DEU,USA,2003,3990,1.7388471177944862
ECU,USA,2003,193,1.4818652849740932
EGY,USA,2003,2947,1.6135052595860198
ESP,USA,2003,1928,1.437240663900415
EUR,USA,2003,3272,1.5308679706601467
FIN,USA,2003,130,1.7076923076923076
FRA,USA,2003,5234,1.7128391287734046
GBR,USA,2003,9091,1.6407435925640743
GNB,USA,2003,17,1.0
GRC,USA,2003,594,1.760942760942761
GUY,USA,2003,112,1.6428571428571428
HRV,USA,2003,382,1.4136125654450262
IDN,USA,2003,1646,2.035236938031592
MEA,USA,2003,205,1.6585365853658536
WST,USA,2003,695,1.4402877697841727
SEA,USA,2003,462,1.8982683982683983
IRN,USA,2003,4727,1.8705309921726254
IRQ,USA,2003,28529,2.1439938308387956
ISR,USA,2003,7304,1.6441675794085433
ITA,USA,2003,1444,1.5290858725761773
JAM,USA,2003,155,2.0451612903225804
JOR,USA,2003,1882,1.6418703506907546
JPN,USA,2003,7732,1.3739006725297465
KEN,USA,2003,1208,1.7450331125827814
KOR,USA,2003,6669,1.4348478032688559
LBN,USA,2003,1054,1.9724857685009487
MAR,USA,2003,467,1.6723768736616702
MEX,USA,2003,2341,1.7872703972661257
MKD,USA,2003,399,1.2330827067669172
USA,AFR,2003,2518,1.5476568705321685
MRT,USA,2003,19,1.5789473684210527
NAM,USA,2003,96,1.6666666666666667
NGA,USA,2003,1192,1.479026845637584
NPL,USA,2003,172,1.8488372093023255
PAK,USA,2003,5040,1.8309523809523809
PER,USA,2003,312,1.8493589743589745
PHL,USA,2003,2279,1.8345765686704696
PRK,USA,2003,9205,1.6142313959804455
PRT,USA,2003,503,1.2823061630218688
PRY,USA,2003,113,1.5221238938053097
PSE,USA,2003,3728,1.7199570815450644
QAT,USA,2003,871,1.7611940298507462
RUS,USA,2003,10742,1.5323962018246136
SAU,USA,2003,2748,1.9465065502183405
SDN,USA,2003,668,1.3892215568862276
SLB,USA,2003,50,1.22
SLV,USA,2003,203,1.5812807881773399
SYR,USA,2003,2630,1.8140684410646388
THA,USA,2003,902,1.6552106430155211
TUR,USA,2003,5474,1.5984654731457801
TZA,USA,2003,179,2.35195530726257
UGA,USA,2003,789,1.4828897338403042
USA,AFG,2003,5564,2.397196261682243
USA,ARE,2003,249,1.5903614457831325
USA,ARG,2003,552,1.3170289855072463
USA,ARM,2003,341,1.313782991202346
USA,AUT,2003,256,1.52734375
USA,BRA,2003,981,1.4199796126401631
USA,CAN,2003,2721,1.806688717383315
USA,CHL,2003,593,1.4890387858347387
USA,CHN,2003,7518,1.3931896781058792
USA,COL,2003,1651,2.0896426408237434
USA,CUB,2003,2489,1.8899156287665728
USA,CYP,2003,257,1.3618677042801557
