Actor1CountryCode,Actor2CountryCode,Year,ECount,AvgQuadClass
PRT,USA,2002,164,1.353658536585366
PSE,USA,2002,4204,1.5195052331113226
RUS,USA,2002,9754,1.612261636251794
SAU,USA,2002,3271,1.69550596147967
SDN,USA,2002,941,1.438894792773645
SGP,USA,2002,356,1.9803370786516854
SOM,USA,2002,354,1.8785310734463276
SVK,USA,2002,106,1.169811320754717
THA,USA,2002,390,1.9025641025641025
TUR,USA,2002,2270,1.3894273127753305
TZA,USA,2002,149,1.8389261744966443
UKR,USA,2002,700,1.4814285714285715
USA,AFG,2002,7402,2.223588219400162
USA,AGO,2002,347,1.2420749279538905
USA,AUT,2002,203,1.6600985221674878
USA,AZE,2002,719,1.3866481223922114
USA,BEL,2002,198,1.4343434343434343
USA,BWA,2002,72,1.3194444444444444
USA,CAN,2002,1723,1.6459663377829368
USA,CHN,2002,5092,1.4308719560094265
USA,COL,2002,1491,1.8021462105969148
USA,CUB,2002,2291,1.6909646442601485
USA,CZE,2002,504,1.5337301587301588
USA,DEU,2002,1886,1.621420996818664
USA,EGY,2002,3175,1.4125984251968504
USA,ERI,2002,116,1.2758620689655173
USA,ESP,2002,707,1.4243281471004243
USA,EUR,2002,2669,1.5155488947171225
USA,FRA,2002,2200,1.5863636363636364
USA,GBR,2002,4483,1.7374525987062235
USA,GEO,2002,71,1.2535211267605635
USA,HTI,2002,486,1.7407407407407407
USA,HUN,2002,230,1.2739130434782608
USA,IDN,2002,1351,1.848260547742413
USA,IRL,2002,223,1.4708520179372198
USA,IRN,2002,3926,2.009424350483953
USA,IRQ,2002,12133,2.2027528228797495
USA,ISR,2002,9475,1.6306068601583112
USA,ITA,2002,849,1.5512367491166077
USA,JPN,2002,3885,1.4414414414414414
USA,KEN,2002,841,1.929845422116528
USA,KGZ,2002,535,1.2953271028037383
USA,KOR,2002,2566,1.4883086515978177
USA,LBN,2002,964,1.696058091286307
USA,LBY,2002,511,2.0058708414872797
USA,MDA,2002,181,1.160220994475138
USA,MEX,2002,1463,1.6541353383458646
USA,MHL,2002,50,1.2
USA,MKD,2002,232,1.418103448275862
USA,MMR,2002,234,1.7094017094017093
USA,MOZ,2002,110,1.3363636363636364
USA,MYS,2002,567,1.4991181657848325
USA,NGA,2002,805,1.6285714285714286
USA,NOR,2002,352,1.4176136363636365
USA,PAK,2002,5316,1.992099322799097
USA,PHL,2002,3245,2.0526964560862866
USA,PRK,2002,4856,1.6282948929159802
USA,PRT,2002,121,1.1570247933884297
USA,PSE,2002,5734,1.6220788280432508
USA,RUS,2002,8383,1.5181915781939639
USA,SAU,2002,2813,1.6004265908282973
USA,SDN,2002,971,1.6107106076210094
USA,SGP,2002,227,1.6211453744493391
USA,SWE,2002,212,1.7028301886792452
USA,THA,2002,303,1.7095709570957096
USA,TZA,2002,204,2.2401960784313726
USA,UKR,2002,847,1.7414403778040142
USA,VEN,2002,700,1.6
USA,ZWE,2002,751,1.9627163781624501
USA,ARM,2002,384,1.4453125
USA,LBR,2002,273,1.5934065934065933
USA,LKA,2002,411,1.3017031630170317
USA,SYC,2002,41,1.8780487804878048
ZWE,USA,2002,594,1.9259259259259258
AFG,USA,2002,5532,2.026934201012292
AFR,USA,2002,1382,1.633863965267728
AGO,USA,2002,333,1.2762762762762763
ALB,USA,2002,142,1.4295774647887325
AUS,USA,2002,1067,1.5810684161199624
AZE,USA,2002,643,1.2830482115085537
BEL,USA,2002,302,1.609271523178808
BGR,USA,2002,273,1.2857142857142858
BLR,USA,2002,146,1.8972602739726028
BWA,USA,2002,67,1.4477611940298507
CAN,USA,2002,2131,1.697794462693571
CHE,USA,2002,514,1.6245136186770428
CHN,USA,2002,5142,1.4488525865422015
COL,USA,2002,1198,1.659432387312187
CRI,USA,2002,112,1.8660714285714286
CUB,USA,2002,2303,1.7320885801128962
CZE,USA,2002,513,1.5029239766081872
DEU,USA,2002,2514,1.719172633253779
EGY,USA,2002,4149,1.497469269703543
ESP,USA,2002,881,1.5709421112372304
FRA,USA,2002,2859,1.7394193774046869
GBR,USA,2002,4820,1.6616182572614109
HTI,USA,2002,305,1.6032786885245902
NAM,USA,2002,80,1.375
SEA,USA,2002,918,2.4019607843137254
KHM,USA,2002,162,1.876543209876543
LTU,USA,2002,224,1.1830357142857142
USA,POL,2002,448,1.3482142857142858
USA,AUS,2002,810,1.7
NLD,USA,2002,390,1.8307692307692307
NZL,USA,2002,254,1.4921259842519685
PER,USA,2002,408,1.9338235294117647
POL,USA,2002,475,1.2084210526315788
RWA,USA,2002,150,1.4
SLE,USA,2002,59,1.5254237288135593
UGA,USA,2002,489,1.4764826175869121
USA,ALB,2002,192,1.7447916666666667
USA,BGR,2002,310,1.4322580645161291
USA,BLR,2002,213,2.2065727699530515
USA,CRI,2002,80,1.425
USA,DZA,2002,249,2.036144578313253
USA,NAM,2002,82,1.5
USA,WST,2002,627,1.4768740031897927
USA,SEA,2002,1065,2.1051643192488263
USA,JOR,2002,1407,1.4754797441364607
USA,LTU,2002,187,1.2085561497326203
USA,MDG,2002,59,1.5084745762711864
USA,NMR,2002,80,1.7
USA,PER,2002,392,1.653061224489796
USA,SAS,2002,216,1.3796296296296295
USA,TUR,2002,2151,1.3584379358437937
USA,UGA,2002,472,1.4809322033898304
USA,VNM,2002,685,1.7678832116788321
USA,YEM,2002,1154,2.065857885615251
USA,TKM,2002,139,1.410071942446043
USA,MAR,2002,393,1.5674300254452926
USA,NZL,2002,172,1.4651162790697674
USA,RWA,2002,198,1.8181818181818181
USA,SOM,2002,377,1.9496021220159152
USA,NIC,2002,136,1.4852941176470589
USA,ZAF,2002,364,1.4230769230769231
VNM,USA,2002,613,1.766721044045677
YEM,USA,2002,1133,2.0476610767872905
ZAF,USA,2002,487,1.6837782340862424
ZMB,USA,2002,304,1.894736842105263
ARM,USA,2002,371,1.3153638814016173
BOL,USA,2002,123,1.5203252032520325
DNK,USA,2002,437,1.4508009153318078
GEO,USA,2002,125,1.288
GRC,USA,2002,436,1.573394495412844
HRV,USA,2002,160,1.95
SAF,USA,2002,21,1.7619047619047619
USA,BRA,2002,527,1.4573055028462998
MYS,USA,2002,770,1.6857142857142857
SWE,USA,2002,266,1.7706766917293233
TKM,USA,2002,108,1.5833333333333333
USA,BEN,2002,16,2.125
USA,BOL,2002,91,1.6703296703296704
USA,CYP,2002,235,1.353191489361702
USA,GHA,2002,128,1.3125
USA,GRC,2002,366,1.4781420765027322
USA,GRD,2002,44,2.409090909090909
USA,HRV,2002,184,1.8369565217391304
USA,SAF,2002,12,1.0833333333333333
USA,KWT,2002,707,1.9108910891089108
USA,LSO,2002,19,1.631578947368421
USA,SRB,2002,107,1.766355140186916
USA,SVK,2002,133,1.3383458646616542
USA,UZB,2002,744,1.3400537634408602
USA,VAT,2002,290,1.3724137931034484
USA,ZMB,2002,260,1.6423076923076922
USA,DNK,2002,306,1.4379084967320261
USA,NLD,2002,293,1.689419795221843
UZB,USA,2002,608,1.2236842105263157
VEN,USA,2002,544,1.5349264705882353
ARG,USA,2002,515,1.4368932038834952
DOM,USA,2002,83,1.3373493975903614
MEA,USA,2002,155,1.8
IND,USA,2002,743,1.613728129205922
PAN,USA,2002,115,1.617391304347826
SYR,USA,2002,941,1.7364505844845908
TJK,USA,2002,311,1.1543408360128617
USA,ARG,2002,501,1.2774451097804391
USA,BGD,2002,130,1.8846153846153846
USA,DOM,2002,78,1.6282051282051282
USA,FSM,2002,22,1.3636363636363635
USA,GTM,2002,122,1.598360655737705
USA,MEA,2002,124,1.5241935483870968
USA,IND,2002,642,1.482866043613707
USA,LUX,2002,20,1.4
USA,PAN,2002,99,1.393939393939394
USA,KAZ,2002,473,1.477801268498943
USA,NPL,2002,263,1.6007604562737643
BGD,USA,2002,141,1.5319148936170213
BRA,USA,2002,582,1.4896907216494846
COD,USA,2002,75,1.52
EST,USA,2002,92,1.434782608695652
GMB,USA,2002,54,1.6851851851851851
WST,USA,2002,449,1.4565701559020046
LKA,USA,2002,353,1.3031161473087818
SYC,USA,2002,31,1.4193548387096775
TMP,USA,2002,78,1.1923076923076923
USA,CHE,2002,473,1.6300211416490487
USA,CMR,2002,20,1.6
USA,EST,2002,89,1.2696629213483146
USA,GMB,2002,51,1.4313725490196079
USA,LVA,2002,131,1.2595419847328244
USA,TMP,2002,88,1.3295454545454546
ECU,USA,2002,160,1.5625
ISL,USA,2002,36,1.3333333333333333
USA,BMU,2002,26,1.8076923076923077
USA,SYR,2002,836,1.6136363636363635
USA,TTO,2002,50,1.72
USA,KHM,2002,225,1.88
USA,FIN,2002,83,1.3373493975903614
BHR,USA,2002,257,1.9377431906614786
NOR,USA,2002,268,1.3917910447761195
USA,ARE,2002,148,1.5945945945945945
USA,BHR,2002,176,1.4715909090909092
USA,COD,2002,94,1.6382978723404256
USA,TCD,2002,21,1.2380952380952381
CHL,USA,2002,176,1.3579545454545454
HUN,USA,2002,251,1.2629482071713147
SEN,USA,2002,20,1.85
TCD,USA,2002,28,1.7142857142857142
USA,ETH,2002,240,1.2166666666666666
USA,SEN,2002,18,1.4444444444444444
USA,CHL,2002,178,1.3764044943820224
USA,PGS,2002,109,2.036697247706422
AUT,USA,2002,239,1.715481171548117
CYP,USA,2002,237,1.350210970464135
USA,PNG,2002,11,1.5454545454545454
PNG,USA,2002,16,1.25
USA,TJK,2002,333,1.2582582582582582
BDI,USA,2002,50,1.22
COG,USA,2002,25,1.48
GHA,USA,2002,135,1.4370370370370371
GTM,USA,2002,137,1.7153284671532847
NPL,USA,2002,228,1.6754385964912282
USA,MWI,2002,53,1.7358490566037736
ETH,USA,2002,273,1.2234432234432235
FIN,USA,2002,97,1.5463917525773196
HND,USA,2002,105,1.4190476190476191
MDG,USA,2002,38,1.7105263157894737
QAT,USA,2002,504,1.625
SRB,USA,2002,90,1.5666666666666667
TON,USA,2002,8,1.875
USA,QAT,2002,371,1.4366576819407009
ARE,USA,2002,238,2.2058823529411766
MDV,USA,2002,32,1.5
USA,HND,2002,90,1.7
USA,MDV,2002,35,2.342857142857143
GIN,USA,2002,23,1.4782608695652173
USA,GIN,2002,38,1.7894736842105263
OMN,USA,2002,87,1.4137931034482758
USA,OMN,2002,84,1.630952380952381
FJI,USA,2002,68,1.8235294117647058
PGS,USA,2002,71,1.8591549295774648
SAS,USA,2002,154,1.4675324675324675
USA,FJI,2002,44,1.5909090909090908
DZA,USA,2002,266,1.8421052631578947
USA,ISL,2002,51,1.4509803921568627
BHS,USA,2002,47,1.8297872340425532
NIC,USA,2002,123,1.3658536585365855
USA,SLE,2002,89,1.449438202247191
VAT,USA,2002,302,1.3278145695364238
DJI,USA,2002,98,1.3775510204081634
ERI,USA,2002,115,1.5304347826086957
SLV,USA,2002,92,1.641304347826087
USA,URY,2002,126,1.1507936507936507
USA,ECU,2002,116,1.3448275862068966
USA,SLV,2002,82,1.3780487804878048
JAM,USA,2002,109,1.9908256880733946
URY,USA,2002,109,1.1559633027522935
USA,JAM,2002,127,2.5039370078740157
USA,BRB,2002,17,1.3529411764705883
USA,SLB,2002,16,1.3125
BEN,USA,2002,6,1.5
MCO,USA,2002,55,2.3454545454545452
TUN,USA,2002,72,1.875
MWI,USA,2002,66,1.7272727272727273
LVA,USA,2002,118,1.3644067796610169
CAF,USA,2002,23,1.0
GUY,USA,2002,29,1.6551724137931034
TTO,USA,2002,54,1.6851851851851851
USA,CAF,2002,32,1.59375
MAC,USA,2002,10,1.1
USA,MAC,2002,10,1.1
TUV,USA,2002,14,1.9285714285714286
USA,BHS,2002,62,1.8548387096774193
USA,SAF,2008,49,2.0
USA,LSO,2008,12,1.6666666666666667
MLI,USA,2008,69,1.6956521739130435
CPV,USA,2008,21,1.380952380952381
USA,COM,2008,30,1.9333333333333333
AIA,USA,2008,20,1.6
USA,BTN,2008,124,1.3548387096774193
GMB,USA,2008,62,1.3709677419354838
USA,AIA,2008,16,1.875
STP,USA,2014,17,1.411764705882353
GNB,USA,2009,52,1.6923076923076923
SAM,USA,2009,11,1.4545454545454546
USA,SAM,2009,16,1.0625
USA,SMR,2009,37,1.3513513513513513
LSO,USA,2012,35,1.542857142857143
BEN,USA,2009,54,1.2962962962962963
USA,STP,2009,15,1.6666666666666667
USA,GNB,2009,52,2.0384615384615383
USA,AND,2012,17,1.0588235294117647
USA,EAF,2012,24,1.0
TUV,USA,2008,4,1.0
USA,TUV,2008,7,1.1428571428571428
STP,USA,2008,15,2.0
USA,GAB,2008,11,1.5454545454545454
USA,SHN,2008,3,1.0
MAC,USA,2012,5,1.8
SAM,USA,2012,3,1.0
WAF,USA,2013,53,1.6603773584905661
USA,AFR,1999,1599,1.6766729205753597
USA,AUS,1999,917,1.5408942202835332
USA,CHE,1999,680,1.5588235294117647
USA,CHN,1999,10330,1.5291384317521781
USA,CIV,1999,113,1.7964601769911503
USA,COL,1999,1320,1.790151515151515
USA,EGY,1999,1905,1.4136482939632546
USA,ESP,1999,438,1.591324200913242
USA,EUR,1999,2775,1.6205405405405406
USA,FRA,1999,2792,1.4921203438395416
USA,HRV,1999,587,1.4804088586030664
USA,IDN,1999,1247,1.6800320769847634
USA,WST,1999,3902,1.9838544336237827
USA,IRL,1999,694,1.414985590778098
USA,IRN,1999,2495,1.8044088176352706
USA,IRQ,1999,4724,2.4212531752751905
USA,ISR,1999,6071,1.5303903804974468
USA,JPN,1999,4111,1.4424714181464364
USA,KAZ,1999,243,1.316872427983539
USA,KHM,1999,396,1.5833333333333333
USA,KOR,1999,2759,1.5715839072127582
USA,PAK,1999,3093,1.6602004526349823
USA,PRK,1999,4408,1.5387931034482758
USA,PSE,1999,2226,1.4456424079065588
USA,RUS,1999,12103,1.5030984053540444
USA,SWE,1999,87,1.3448275862068966
USA,TZA,1999,342,2.5350877192982457
USA,UGA,1999,412,1.7233009708737863
USA,UZB,1999,171,1.1461988304093567
USA,VNM,1999,707,1.7524752475247525
USA,ALB,1999,2396,1.7787979966611018
USA,DEU,1999,2877,1.5067778936392076
USA,TUR,1999,2601,1.3256439830834295
USA,AFG,1999,936,2.5405982905982905
USA,GEO,1999,108,1.2407407407407407
USA,POL,1999,600,1.4833333333333334
UZB,USA,1999,181,1.2596685082872927
VNM,USA,1999,632,1.7990506329113924
AFG,USA,1999,681,2.067547723935389
AFR,USA,1999,1248,1.5104166666666667
AGO,USA,1999,196,1.469387755102041
ARG,USA,1999,523,1.3594646271510515
ARM,USA,1999,465,1.2774193548387096
AUS,USA,1999,1058,1.5756143667296787
AZE,USA,1999,898,1.2984409799554566
BRA,USA,1999,586,1.5255972696245734
CAN,USA,1999,1434,1.5327754532775453
CHE,USA,1999,612,1.4820261437908497
CHN,USA,1999,10541,1.5646523100275116
COL,USA,1999,1140,1.8859649122807018
CUB,USA,1999,2861,1.6431317721076546
DEU,USA,1999,3023,1.4300363876943434
EGY,USA,1999,2237,1.448815377738042
ESP,USA,1999,543,1.5524861878453038
EUR,USA,1999,2197,1.539827036868457
GBR,USA,1999,4611,1.589676859683366
GEO,USA,1999,136,1.1764705882352942
CRB,USA,1999,5,1.2
WST,USA,1999,2469,1.8197650870797895
IND,USA,1999,479,1.4947807933194155
IRN,USA,1999,2504,1.8654153354632588
IRQ,USA,1999,3266,2.056338028169014
ISR,USA,1999,5601,1.4966970183895734
ITA,USA,1999,1558,1.3671373555840822
JOR,USA,1999,1487,1.285137861466039
JPN,USA,1999,4536,1.3970458553791887
KAZ,USA,1999,226,1.2079646017699115
KEN,USA,1999,564,1.9787234042553192
KOR,USA,1999,2753,1.5078096621867054
KWT,USA,1999,245,1.6612244897959183
MEX,USA,1999,1343,1.780342516753537
NAM,USA,1999,104,1.8269230769230769
NLD,USA,1999,373,1.8176943699731904
NMR,USA,1999,103,1.6407766990291262
PAK,USA,1999,2841,1.6687785990848294
PAN,USA,1999,625,1.6272
PHL,USA,1999,831,1.7557160048134777
PRK,USA,1999,4197,1.5732666190135811
PSE,USA,1999,1871,1.3613041154462855
RUS,USA,1999,12213,1.5203471710472447
SAU,USA,1999,858,1.6946386946386947
SDN,USA,1999,606,1.768976897689769
SGP,USA,1999,242,1.4008264462809918
SOM,USA,1999,82,2.841463414634146
SUR,USA,1999,10,1.6
SWE,USA,1999,103,1.3786407766990292
SYR,USA,1999,1412,1.1997167138810199
TJK,USA,1999,92,1.0108695652173914
TUR,USA,1999,2461,1.3226330759853717
UKR,USA,1999,702,1.339031339031339
USA,ARG,1999,489,1.3190184049079754
USA,ARM,1999,541,1.2883548983364141
USA,AZE,1999,955,1.27434554973822
USA,BEL,1999,423,1.5342789598108748
USA,BRA,1999,531,1.4030131826741996
USA,CAN,1999,1379,1.5902828136330673
USA,CUB,1999,2590,1.5675675675675675
USA,GBR,1999,4698,1.7094508301404854
USA,HTI,1999,274,1.8613138686131387
USA,CRB,1999,5,1.0
USA,IND,1999,475,1.3578947368421053
USA,ITA,1999,1434,1.4553695955369597
USA,KEN,1999,577,2.216637781629116
USA,KWT,1999,221,1.5701357466063348
USA,NLD,1999,337,1.632047477744807
USA,PHL,1999,756,1.5952380952380953
USA,SRB,1999,698,2.005730659025788
USA,SOM,1999,85,2.176470588235294
USA,SYR,1999,1605,1.2890965732087227
USA,TJK,1999,94,1.202127659574468
USA,ZAF,1999,361,1.559556786703601
USA,SDN,1999,629,2.1176470588235294
USA,SGP,1999,198,1.292929292929293
USA,AGO,1999,286,1.6223776223776223
USA,UKR,1999,807,1.4522924411400249
ZAF,USA,1999,406,1.9704433497536946
BEL,USA,1999,456,1.5109649122807018
BWA,USA,1999,32,1.71875
CHL,USA,1999,295,1.5694915254237287
COD,USA,1999,189,1.6402116402116402
FRA,USA,1999,3069,1.4978820462691431
GRC,USA,1999,1505,1.4764119601328904
HRV,USA,1999,607,1.3871499176276771
IDN,USA,1999,955,1.4272251308900523
IRL,USA,1999,639,1.4960876369327074
MMR,USA,1999,130,1.8307692307692307
NGA,USA,1999,605,1.3702479338842974
NOR,USA,1999,438,1.2146118721461188
NPL,USA,1999,46,1.7826086956521738
USA,GRC,1999,1618,1.442521631644005
USA,LBN,1999,714,1.5588235294117647
USA,MAR,1999,205,1.2146341463414634
USA,PAN,1999,687,1.6433770014556042
USA,SAU,1999,1078,1.885899814471243
USA,SEN,1999,24,1.5416666666666667
USA,ZMB,1999,259,1.5212355212355213
USA,ZWE,1999,218,1.7798165137614679
USA,NGA,1999,693,1.4213564213564214
USA,BWA,1999,24,1.375
USA,CHL,1999,247,1.7935222672064777
USA,MOZ,1999,62,1.6451612903225807
ZMB,USA,1999,265,1.4490566037735848
ALB,USA,1999,1762,1.604994324631101
AUT,USA,1999,238,1.5084033613445378
BGR,USA,1999,522,1.1973180076628354
COG,USA,1999,52,1.5384615384615385
DNK,USA,1999,118,1.576271186440678
FSM,USA,1999,22,1.3636363636363635
GRD,USA,1999,33,2.212121212121212
LAO,USA,1999,27,1.2222222222222223
LBY,USA,1999,563,1.8543516873889876
POL,USA,1999,546,1.4926739926739927
SRB,USA,1999,458,1.6419213973799127
THA,USA,1999,529,1.5935727788279772
TZA,USA,1999,282,1.99645390070922
USA,AUT,1999,206,1.3495145631067962
USA,BGR,1999,542,1.2675276752767528
USA,DNK,1999,100,1.5
USA,LAO,1999,38,1.5
USA,LBR,1999,363,1.5757575757575757
USA,MDV,1999,44,2.1136363636363638
USA,SLE,1999,227,1.4801762114537445
USA,THA,1999,494,1.5020242914979758
USA,SEA,1999,165,1.2121212121212122
USA,NAM,1999,103,1.5825242718446602
LTU,USA,1999,262,1.484732824427481
MAR,USA,1999,180,1.3277777777777777
TKM,USA,1999,130,1.2923076923076924
TMP,USA,1999,384,1.3932291666666667
USA,ARE,1999,135,1.5037037037037038
USA,JOR,1999,1470,1.2986394557823129
USA,LTU,1999,217,1.271889400921659
USA,MEX,1999,1289,1.787432117920869
USA,MKD,1999,754,1.76657824933687
USA,MWI,1999,15,2.0
USA,VAT,1999,62,1.2741935483870968
USA,WSM,1999,45,2.4444444444444446
USA,TKM,1999,120,1.2333333333333334
VEN,USA,1999,408,1.5318627450980393
BGD,USA,1999,100,1.58
CYM,USA,1999,6,1.3333333333333333
DMA,USA,1999,7,1.0
ERI,USA,1999,209,1.5454545454545454
ETH,USA,1999,353,1.4220963172804533
GHA,USA,1999,118,1.271186440677966
HTI,USA,1999,213,1.7464788732394365
LBN,USA,1999,657,1.634703196347032
MCO,USA,1999,116,1.5344827586206897
MDA,USA,1999,106,1.2547169811320755
NZL,USA,1999,422,1.3364928909952607
PRT,USA,1999,212,1.3160377358490567
TGO,USA,1999,43,1.302325581395349
USA,COD,1999,198,1.6111111111111112
USA,COG,1999,82,1.829268292682927
USA,CZE,1999,372,1.467741935483871
USA,DMA,1999,9,1.6666666666666667
USA,DOM,1999,106,1.669811320754717
USA,ERI,1999,239,1.5815899581589958
USA,ETH,1999,405,1.3580246913580247
USA,MCO,1999,93,1.2903225806451613
USA,NOR,1999,476,1.2878151260504203
USA,NZL,1999,452,1.331858407079646
USA,PRY,1999,199,1.778894472361809
USA,TGO,1999,38,1.368421052631579
USA,MDA,1999,108,1.2407407407407407
WSM,USA,1999,19,2.0526315789473686
MKD,USA,1999,702,1.6495726495726495
USA,CYP,1999,681,1.2980910425844348
USA,MEA,1999,41,1.170731707317073
GAB,USA,1999,15,1.0
HND,USA,1999,119,1.5378151260504203
LKA,USA,1999,102,2.049019607843137
USA,TMP,1999,646,1.5820433436532508
USA,LKA,1999,72,2.125
ZWE,USA,1999,320,2.434375
ARE,USA,1999,194,1.7061855670103092
CYP,USA,1999,665,1.3323308270676693
MYS,USA,1999,213,1.6948356807511737
RWA,USA,1999,131,1.6106870229007633
SEA,USA,1999,141,1.2624113475177305
USA,FSM,1999,16,1.625
USA,LBY,1999,800,2.1975
USA,NMR,1999,87,1.3103448275862069
USA,VEN,1999,325,1.5815384615384616
USA,YEM,1999,187,1.7967914438502675
USA,RWA,1999,173,1.5317919075144508
VAT,USA,1999,94,1.3829787234042554
CRI,USA,1999,86,1.569767441860465
JAM,USA,1999,64,2.3125
LBR,USA,1999,287,1.4181184668989546
LSO,USA,1999,7,3.5714285714285716
SLE,USA,1999,185,1.5297297297297296
USA,GHA,1999,125,1.296
USA,GRD,1999,35,2.2857142857142856
USA,KGZ,1999,22,1.4545454545454546
USA,MMR,1999,199,2.1608040201005023
DZA,USA,1999,191,1.617801047120419
EST,USA,1999,73,1.2328767123287672
PRY,USA,1999,172,2.0
UGA,USA,1999,444,1.7837837837837838
USA,BDI,1999,62,1.7096774193548387
USA,EST,1999,58,1.3793103448275863
USA,JAM,1999,51,2.0588235294117645
USA,PRT,1999,237,1.4050632911392404
USA,SWZ,1999,17,1.3529411764705883
GMB,USA,1999,21,1.8571428571428572
GUY,USA,1999,47,1.4680851063829787
HUN,USA,1999,486,1.3909465020576133
KHM,USA,1999,354,1.5564971751412429
USA,MYS,1999,109,1.4587155963302751
NIC,USA,1999,117,1.4102564102564104
USA,GMB,1999,17,1.588235294117647
USA,HND,1999,114,1.4385964912280702
USA,NIC,1999,104,1.5
USA,PGS,1999,100,1.95
USA,WAF,1999,9,1.0
USA,SLV,1999,99,1.8686868686868687
USA,QAT,1999,80,1.2125
USA,CYM,1999,10,1.3
BHR,USA,1999,107,1.3831775700934579
USA,BHR,1999,97,1.1649484536082475
USA,BGD,1999,80,1.325
USA,GTM,1999,98,1.653061224489796
LVA,USA,1999,133,1.3984962406015038
USA,DZA,1999,302,2.1556291390728477
VUT,USA,1999,6,1.3333333333333333
OMN,USA,1999,52,1.2115384615384615
DOM,USA,1999,83,1.4216867469879517
USA,BOL,1999,89,1.3595505617977528
USA,PER,1999,157,1.4968152866242037
ECU,USA,1999,109,1.3577981651376148
FIN,USA,1999,387,1.1162790697674418
USA,SAS,1999,84,1.2619047619047619
MDV,USA,1999,34,1.5294117647058822
MOZ,USA,1999,49,1.7346938775510203
PER,USA,1999,148,1.5945945945945945
USA,SUR,1999,15,2.4
YEM,USA,1999,223,1.852017937219731
ABW,USA,1999,9,1.6666666666666667
BOL,USA,1999,77,1.3246753246753247
SVK,USA,1999,385,1.2311688311688311
USA,ABW,1999,8,1.375
USA,SVK,1999,392,1.1607142857142858
USA,URY,1999,85,1.6
CZE,USA,1999,385,1.6415584415584417
KGZ,USA,1999,30,1.3
USA,ATG,1999,23,1.3043478260869565
USA,ECU,1999,113,1.3716814159292035
USA,GUY,1999,43,1.9069767441860466
USA,TCD,1999,38,1.7105263157894737
USA,HUN,1999,466,1.3733905579399142
BEN,USA,1999,12,1.3333333333333333
BHS,USA,1999,65,1.5538461538461539
PGS,USA,1999,68,1.75
URY,USA,1999,55,1.6545454545454545
USA,BEN,1999,15,1.1333333333333333
USA,BHS,1999,66,1.7272727272727273
USA,BLR,1999,225,1.4844444444444445
MHL,USA,1999,49,1.9183673469387754
USA,TUN,1999,105,1.2952380952380953
SLV,USA,1999,109,1.8440366972477065
TUN,USA,1999,91,1.065934065934066
BDI,USA,1999,41,1.024390243902439
BLR,USA,1999,200,1.345
MEA,USA,1999,97,1.7628865979381443
USA,SAF,1999,54,1.3703703703703705
USA,PNG,1999,13,1.5384615384615385
USA,ISL,1999,22,1.3181818181818181
CAS,USA,1999,5,1.0
USA,LSO,1999,8,1.625
USA,LVA,1999,123,1.2845528455284554
USA,MLT,1999,1,1.0
DJI,USA,1999,24,1.5
USA,DJI,1999,21,1.0952380952380953
QAT,USA,1999,121,1.56198347107438
USA,CRI,1999,65,1.1076923076923078
MNG,USA,1999,22,1.1818181818181819
CMR,USA,1999,5,1.0
GTM,USA,1999,145,1.7724137931034483
USA,CMR,1999,9,1.3333333333333333
BLZ,USA,1999,16,1.1875
CIV,USA,1999,95,1.7052631578947368
MUS,USA,1999,7,3.0
USA,NPL,1999,37,1.7567567567567568
GNQ,USA,1999,10,1.0
USA,GNQ,1999,8,1.0
ASA,USA,1999,13,1.1538461538461537
USA,MLT,2007,77,1.6233766233766234
BRB,USA,2007,78,1.9230769230769231
USA,BRB,2007,65,1.4
USA,MWI,2007,46,1.3478260869565217
WSM,USA,2007,44,1.5227272727272727
USA,KIR,2007,25,2.32
USA,NRU,2007,8,1.375
USA,WAF,2007,34,2.0588235294117645
USA,VUT,2007,16,1.3125
MLT,USA,2007,57,1.4210526315789473
LSO,USA,2007,8,1.0
KIR,USA,2007,9,1.4444444444444444
USA,CAU,2007,2,1.0
NRU,USA,2007,3,2.0
AND,USA,2012,16,1.0625
CPV,USA,1998,2,1.0
USA,CPV,1998,2,1.0
KIR,USA,1998,7,1.0
JAM,USA,1998,26,1.6538461538461537
USA,MLT,1998,5,3.4
BFA,USA,1998,24,1.3333333333333333
BLZ,USA,1998,16,1.6875
USA,ABW,1998,3,3.0
MLT,USA,1998,4,1.75
ISL,USA,1998,20,1.2
USA,ISL,1998,14,1.4285714285714286
USA,KIR,1998,2,1.0
USA,KNA,2000,9,3.4444444444444446
LCA,USA,2000,1,1.0
USA,DMA,2000,7,1.2857142857142858
USA,LCA,2000,1,1.0
USA,MDV,2000,26,2.6538461538461537
USA,VCT,2000,2,1.0
USA,COM,2000,1,3.0
CMR,USA,2000,31,1.3548387096774193
USA,NRU,2000,4,1.5
ISL,USA,2000,19,1.368421052631579
USA,ISL,2000,24,1.1666666666666667
CAF,USA,2000,11,1.5454545454545454
USA,CAF,2000,18,2.0555555555555554
USA,COG,2000,120,1.475
MLT,USA,2000,23,1.391304347826087
USA,LSO,2000,15,3.1333333333333333
COK,USA,2010,16,1.125
COM,USA,1998,4,1.25
VCT,USA,1998,2,1.0
TON,USA,1998,3,1.6666666666666667
USA,TON,1998,5,1.8
SAM,USA,1998,5,1.0
USA,SAM,1998,4,1.0
USA,GIN,1999,50,2.22
SAS,USA,1999,44,1.0
USA,TUV,2014,17,2.1176470588235294
USA,CAS,2014,10,1.6
